Source,File,Bytes,Lines,RootNodeCount,DistinctNodeTypes,HasLairNodes,HasFactionWarNodes
Base,GameLite/GameData/QuestNodePrototypes/E03_MQ06_C02.cfg,2136,81,3,3,false,false
Base,GameLite/GameData/QuestNodePrototypes/E03_MQ06_P.cfg,137480,4773,156,20,true,false
Base,GameLite/GameData/QuestNodePrototypes/E03_SQ01.cfg,59609,1832,70,22,false,false
Base,GameLite/GameData/QuestNodePrototypes/E03_SQ01_C1.cfg,69309,2134,69,20,false,false
Base,GameLite/GameData/QuestNodePrototypes/E04_MQ01.cfg,556498,19191,605,39,false,false
Base,GameLite/GameData/QuestNodePrototypes/E04_MQ01_Audio.cfg,3487,117,8,6,false,false
Base,GameLite/GameData/QuestNodePrototypes/E04_MQ01_C01.cfg,3919,120,7,6,false,false
Base,GameLite/GameData/QuestNodePrototypes/E04_MQ01_P.cfg,205185,7787,187,20,true,false
Base,GameLite/GameData/QuestNodePrototypes/E04_MQ02.cfg,182353,5553,215,37,true,false
Base,GameLite/GameData/QuestNodePrototypes/E04_MQ02_Audio.cfg,11452,342,15,7,false,false
Base,GameLite/GameData/QuestNodePrototypes/E04_MQ02_C1.cfg,7971,282,10,5,false,false
Base,GameLite/GameData/QuestNodePrototypes/E04_SQ01.cfg,86302,2597,107,23,false,false
Base,GameLite/GameData/QuestNodePrototypes/E04_SQ01_Audio.cfg,431,16,2,2,false,false
Base,GameLite/GameData/QuestNodePrototypes/E04_SQ02.cfg,83129,2892,122,33,false,false
Base,GameLite/GameData/QuestNodePrototypes/E04_SQ02_Audio.cfg,15158,522,23,7,false,false
Base,GameLite/GameData/QuestNodePrototypes/E04_SQ02_C01.cfg,3580,115,7,5,false,false
Base,GameLite/GameData/QuestNodePrototypes/E04_SQ02_P.cfg,12989,405,16,12,false,false
Base,GameLite/GameData/QuestNodePrototypes/E05_EQ01.cfg,42594,1359,42,15,true,false
Base,GameLite/GameData/QuestNodePrototypes/E05_EQ01_Sequence.cfg,44603,1254,32,12,false,false
Base,GameLite/GameData/QuestNodePrototypes/E05_EQ02.cfg,103250,3686,110,23,true,false
Base,GameLite/GameData/QuestNodePrototypes/E05_EQ02_Audio.cfg,397,14,2,2,false,false
Base,GameLite/GameData/QuestNodePrototypes/E05_EQ03.cfg,76994,2376,80,18,false,false
Base,GameLite/GameData/QuestNodePrototypes/E05_EQ03_P.cfg,19164,611,20,10,true,false
Base,GameLite/GameData/QuestNodePrototypes/E05_EQ04.cfg,68468,2143,68,17,false,false
Base,GameLite/GameData/QuestNodePrototypes/E05_EQ04_P.cfg,7506,232,10,5,false,false
Base,GameLite/GameData/QuestNodePrototypes/E05_MQ01.cfg,455735,15768,499,39,false,false
Base,GameLite/GameData/QuestNodePrototypes/E05_MQ01_Audio.cfg,12869,438,22,8,false,false
Base,GameLite/GameData/QuestNodePrototypes/E05_MQ02.cfg,161370,5602,195,37,true,false
Base,GameLite/GameData/QuestNodePrototypes/E05_MQ02_Audio.cfg,9631,271,13,5,false,false
Base,GameLite/GameData/QuestNodePrototypes/E05_MQ03.cfg,143106,4944,170,30,true,false
Base,GameLite/GameData/QuestNodePrototypes/E05_MQ03_Audio.cfg,3834,114,6,5,false,false
Base,GameLite/GameData/QuestNodePrototypes/E05_MQ03_C01.cfg,6742,217,8,5,false,false
Base,GameLite/GameData/QuestNodePrototypes/E05_MQ04.cfg,190590,6543,224,29,false,false
Base,GameLite/GameData/QuestNodePrototypes/E05_MQ04_Audio.cfg,397,14,2,2,false,false
Base,GameLite/GameData/QuestNodePrototypes/E05_MQ04_C01.cfg,37447,1249,29,4,false,false
Base,GameLite/GameData/QuestNodePrototypes/E05_MQ05.cfg,219540,7648,236,26,false,false
Base,GameLite/GameData/QuestNodePrototypes/E05_MQ05_Audio.cfg,397,14,2,2,false,false
Base,GameLite/GameData/QuestNodePrototypes/E05_SQ01.cfg,112425,4005,133,27,false,false
Base,GameLite/GameData/QuestNodePrototypes/E05_SQ01_Audio.cfg,3103,92,6,4,false,false
Base,GameLite/GameData/QuestNodePrototypes/E05_SQ01_OWL.cfg,33157,1174,40,19,true,false
Base,GameLite/GameData/QuestNodePrototypes/E05_SQ01_P.cfg,10526,338,15,11,false,false
Base,GameLite/GameData/QuestNodePrototypes/E05_SQ03.cfg,63748,2274,93,27,false,false
Base,GameLite/GameData/QuestNodePrototypes/E05_SQ03_Audio.cfg,5189,172,10,4,false,false
Base,GameLite/GameData/QuestNodePrototypes/E05_SQ03_OWL.cfg,12199,375,13,8,false,false
Base,GameLite/GameData/QuestNodePrototypes/E05_SQ03_P.cfg,15473,489,21,15,false,false
Base,GameLite/GameData/QuestNodePrototypes/E05_SQ04.cfg,86423,3033,99,23,false,false
Base,GameLite/GameData/QuestNodePrototypes/E05_SQ04_P.cfg,23078,739,26,13,false,false
Base,GameLite/GameData/QuestNodePrototypes/E06_MQ01.cfg,354704,12618,388,33,false,false
Base,GameLite/GameData/QuestNodePrototypes/E06_MQ01_Audio.cfg,53379,1611,81,8,false,false
Base,GameLite/GameData/QuestNodePrototypes/E06_MQ01_C01.cfg,344846,10964,262,35,false,false
Base,GameLite/GameData/QuestNodePrototypes/E06_MQ01_C02.cfg,158965,4986,142,12,false,false
Base,GameLite/GameData/QuestNodePrototypes/E06_MQ01_C04.cfg,131118,3917,202,15,false,false
Base,GameLite/GameData/QuestNodePrototypes/E06_MQ01_C05.cfg,9584,302,15,5,false,false
Base,GameLite/GameData/QuestNodePrototypes/E06_MQ01_C06.cfg,9585,302,15,5,false,false
Base,GameLite/GameData/QuestNodePrototypes/E06_MQ01_C07.cfg,3419,115,5,4,false,false
Base,GameLite/GameData/QuestNodePrototypes/E06_MQ01_C08.cfg,2659,89,4,4,false,false
Base,GameLite/GameData/QuestNodePrototypes/E06_MQ01_C09.cfg,3584,119,5,4,false,false
Base,GameLite/GameData/QuestNodePrototypes/E06_MQ01_C10.cfg,2624,89,4,4,false,false
Base,GameLite/GameData/QuestNodePrototypes/E06_MQ01_C11.cfg,2646,87,4,4,false,false
Base,GameLite/GameData/QuestNodePrototypes/E06_MQ02.cfg,601696,20482,559,37,false,false
Base,GameLite/GameData/QuestNodePrototypes/E06_MQ02_Audio.cfg,32092,975,41,7,false,false
Base,GameLite/GameData/QuestNodePrototypes/E06_MQ02_C01.cfg,84308,2526,114,16,false,false
Base,GameLite/GameData/QuestNodePrototypes/E06_MQ02_C02.cfg,9185,286,16,10,false,false
Base,GameLite/GameData/QuestNodePrototypes/E06_MQ02_C03.cfg,24981,832,28,6,false,false
Base,GameLite/GameData/QuestNodePrototypes/E06_MQ02_C04.cfg,2874,92,5,4,false,false
Base,GameLite/GameData/QuestNodePrototypes/E06_MQ03.cfg,103146,3371,94,23,false,false
Base,GameLite/GameData/QuestNodePrototypes/E06_MQ03_Audio.cfg,14637,436,23,6,false,false
Base,GameLite/GameData/QuestNodePrototypes/E06_MQ03_C01.cfg,230061,7184,178,27,false,false
Base,GameLite/GameData/QuestNodePrototypes/E06_MQ03_C02.cfg,45518,1590,57,17,false,false
Base,GameLite/GameData/QuestNodePrototypes/E06_MQ03_C03.cfg,95137,3209,151,27,false,false
Base,GameLite/GameData/QuestNodePrototypes/E06_MQ03_C04.cfg,40927,1270,41,11,false,false
Base,GameLite/GameData/QuestNodePrototypes/E06_MQ03_C05.cfg,1618,54,4,4,false,false
Base,GameLite/GameData/QuestNodePrototypes/E06_MQ04.cfg,113807,3729,93,27,false,false
Base,GameLite/GameData/QuestNodePrototypes/E07_DugaAssault.cfg,234625,7535,240,22,false,false
Base,GameLite/GameData/QuestNodePrototypes/E07_DugaAssault_C01.cfg,72930,2154,112,4,false,false
Base,GameLite/GameData/QuestNodePrototypes/E07_EQ01.cfg,56412,1732,63,22,false,false
Base,GameLite/GameData/QuestNodePrototypes/E07_EQ01_P.cfg,14074,434,19,10,true,false
Base,GameLite/GameData/QuestNodePrototypes/E07_EQ02.cfg,71550,2236,78,15,false,false
Base,GameLite/GameData/QuestNodePrototypes/E07_EQ02_P.cfg,16013,494,22,12,true,false
Base,GameLite/GameData/QuestNodePrototypes/E07_MQ01.cfg,365927,12813,460,39,true,false
Base,GameLite/GameData/QuestNodePrototypes/E07_MQ01_Audio.cfg,7784,238,12,5,false,false
Base,GameLite/GameData/QuestNodePrototypes/E07_MQ01_C01.cfg,141961,4678,166,31,false,false
Base,GameLite/GameData/QuestNodePrototypes/E07_MQ01_C02.cfg,246755,8213,309,38,true,false
Base,GameLite/GameData/QuestNodePrototypes/E07_MQ01_Dialog_RichterAboutScar_Preload.cfg,5972,156,8,5,false,false
Base,GameLite/GameData/QuestNodePrototypes/E07_MQ01_P.cfg,176277,5935,226,26,true,false
Base,GameLite/GameData/QuestNodePrototypes/E07_MQ02.cfg,387,14,2,1,false,false
Base,GameLite/GameData/QuestNodePrototypes/E07_MQ02_Audio.cfg,1941,59,4,4,false,false
Base,GameLite/GameData/QuestNodePrototypes/E07_MQ02_C01.cfg,3516,106,9,4,false,false
Base,GameLite/GameData/QuestNodePrototypes/E07_MQ02_C02.cfg,14870,454,16,3,false,false
Base,GameLite/GameData/QuestNodePrototypes/E07_MQ02_P.cfg,413,14,2,1,false,false
Base,GameLite/GameData/QuestNodePrototypes/E07_MQ03.cfg,267953,9392,345,35,true,false
Base,GameLite/GameData/QuestNodePrototypes/E07_MQ03_Audio.cfg,13800,396,20,7,false,false
Base,GameLite/GameData/QuestNodePrototypes/E07_MQ03_CMD_VartaCamp.cfg,78921,2320,84,11,false,false
Base,GameLite/GameData/QuestNodePrototypes/E07_MQ04.cfg,95933,3572,113,19,false,false
Base,GameLite/GameData/QuestNodePrototypes/E07_MQ05.cfg,320049,11303,414,39,false,false
Base,GameLite/GameData/QuestNodePrototypes/E07_MQ05_Audio.cfg,5899,165,10,4,false,false
Base,GameLite/GameData/QuestNodePrototypes/E07_MQ05_C01.cfg,10253,327,13,6,false,false
Base,GameLite/GameData/QuestNodePrototypes/E07_MQ06.cfg,139608,4946,184,39,false,false
Base,GameLite/GameData/QuestNodePrototypes/E07_MQ06_Audio.cfg,9914,261,15,5,false,false
Base,GameLite/GameData/QuestNodePrototypes/E07_SQ01.cfg,767060,27260,923,52,false,false
Base,GameLite/GameData/QuestNodePrototypes/E07_SQ01_Audio.cfg,17701,528,25,7,false,false
Base,GameLite/GameData/QuestNodePrototypes/E07_SQ01_KillHub.cfg,135260,4857,163,20,true,false
Base,GameLite/GameData/QuestNodePrototypes/E08_EQ01.cfg,103147,3550,113,22,true,false
Base,GameLite/GameData/QuestNodePrototypes/E08_EQ01_P.cfg,44373,1607,56,18,true,false
Base,GameLite/GameData/QuestNodePrototypes/E08_EQ02.cfg,28622,1010,38,19,true,false
Base,GameLite/GameData/QuestNodePrototypes/E08_EQ03.cfg,74166,2359,75,24,false,false
Base,GameLite/GameData/QuestNodePrototypes/E08_MQ01.cfg,316831,10975,406,42,true,false
Base,GameLite/GameData/QuestNodePrototypes/E08_MQ01_Audio.cfg,13704,392,22,8,false,false
Base,GameLite/GameData/QuestNodePrototypes/E08_MQ01_C01.cfg,12396,390,17,5,false,false
Base,GameLite/GameData/QuestNodePrototypes/E08_MQ03.cfg,790747,27209,1023,49,true,false
Base,GameLite/GameData/QuestNodePrototypes/E08_MQ03_Audio.cfg,40918,1172,55,8,false,false
Base,GameLite/GameData/QuestNodePrototypes/E08_MQ03_C1.cfg,7341,227,10,8,false,false
Base,GameLite/GameData/QuestNodePrototypes/E08_MQ03_C2.cfg,7341,227,10,8,false,false
Base,GameLite/GameData/QuestNodePrototypes/E08_MQ03_C3.cfg,7341,227,10,8,false,false
Base,GameLite/GameData/QuestNodePrototypes/E08_MQ03_P.cfg,160082,4662,203,20,true,false
Base,GameLite/GameData/QuestNodePrototypes/E08_MQ04.cfg,460532,16035,604,40,true,false
Base,GameLite/GameData/QuestNodePrototypes/E08_MQ04_Audio.cfg,8208,228,12,4,false,false
Base,GameLite/GameData/QuestNodePrototypes/E08_MQ04_C01.cfg,39571,1227,47,9,false,false
Base,GameLite/GameData/QuestNodePrototypes/E08_MQ04_C02.cfg,17755,558,25,8,false,false
Base,GameLite/GameData/QuestNodePrototypes/E08_MQ04_C03.cfg,17760,558,25,8,false,false
Base,GameLite/GameData/QuestNodePrototypes/E08_MQ05.cfg,636804,22156,831,45,false,false
Base,GameLite/GameData/QuestNodePrototypes/E08_MQ05_Audio.cfg,21099,581,34,4,false,false
Base,GameLite/GameData/QuestNodePrototypes/E08_MQ05_C01.cfg,17884,558,25,8,false,false
Base,GameLite/GameData/QuestNodePrototypes/E08_MQ05_C02.cfg,17922,558,25,8,false,false
Base,GameLite/GameData/QuestNodePrototypes/E08_SQ01.cfg,165422,5682,189,25,false,false
Base,GameLite/GameData/QuestNodePrototypes/E08_SQ01_Audio.cfg,397,14,2,2,false,false
Base,GameLite/GameData/QuestNodePrototypes/E08_SQ01_S2.cfg,172735,5830,215,29,true,false
Base,GameLite/GameData/QuestNodePrototypes/E08_SQ01_S3.cfg,202865,5924,210,29,false,false
Base,GameLite/GameData/QuestNodePrototypes/E09_EQ01.cfg,195054,6032,177,25,false,false
Base,GameLite/GameData/QuestNodePrototypes/E09_EQ01_P.cfg,31053,1004,31,12,false,false
Base,GameLite/GameData/QuestNodePrototypes/E09_EQ02.cfg,130056,4689,150,24,false,false
Base,GameLite/GameData/QuestNodePrototypes/E09_EQ02_P.cfg,60897,2016,55,11,false,false
Base,GameLite/GameData/QuestNodePrototypes/E09_MQ01.cfg,617957,21530,702,41,false,false
Base,GameLite/GameData/QuestNodePrototypes/E09_MQ01_AfterFaust.cfg,51507,1612,46,10,false,false
Base,GameLite/GameData/QuestNodePrototypes/E09_MQ01_Audio.cfg,12567,424,23,5,false,false
Base,GameLite/GameData/QuestNodePrototypes/E09_MQ01_C01.cfg,385,14,2,2,false,false
Base,GameLite/GameData/QuestNodePrototypes/E09_MQ01_Osoznanie.cfg,43209,1303,41,11,false,false
Base,GameLite/GameData/QuestNodePrototypes/E09_MQ01_SaveRestrictor.cfg,2601,92,5,4,false,false
Base,GameLite/GameData/QuestNodePrototypes/E10_MQ01.cfg,195864,6781,237,37,true,false
Base,GameLite/GameData/QuestNodePrototypes/E10_MQ01_Audio.cfg,11569,357,15,7,false,false
Base,GameLite/GameData/QuestNodePrototypes/E10_MQ01_Audio_Miraj.cfg,8589,259,12,6,false,false
Base,GameLite/GameData/QuestNodePrototypes/E10_MQ01_C01.cfg,36333,1351,53,19,false,false
Base,GameLite/GameData/QuestNodePrototypes/E10_MQ01_C02.cfg,18450,539,25,16,false,false
Base,GameLite/GameData/QuestNodePrototypes/E10_MQ01_C03.cfg,7454,251,14,8,false,false
Base,GameLite/GameData/QuestNodePrototypes/E10_MQ01_C04.cfg,5401,178,11,7,false,false
Base,GameLite/GameData/QuestNodePrototypes/E10_MQ01_P.cfg,89888,3137,111,21,true,false
Base,GameLite/GameData/QuestNodePrototypes/E10_MQ02.cfg,263937,9117,328,35,true,false
Base,GameLite/GameData/QuestNodePrototypes/E10_MQ02_Audio.cfg,28676,779,39,7,false,false
Base,GameLite/GameData/QuestNodePrototypes/E10_MQ02_C01.cfg,35225,1070,33,3,false,false
Base,GameLite/GameData/QuestNodePrototypes/E10_MQ02_C02.cfg,9081,263,11,4,false,false
Base,GameLite/GameData/QuestNodePrototypes/E10_SQ01.cfg,52525,1843,69,23,true,false
Base,GameLite/GameData/QuestNodePrototypes/E10_SQ01_Audio.cfg,876,26,3,3,false,false
Base,GameLite/GameData/QuestNodePrototypes/E10_SQ01_P.cfg,19219,703,24,11,false,false
Base,GameLite/GameData/QuestNodePrototypes/E11_MQ01.cfg,597398,20427,693,47,true,false
Base,GameLite/GameData/QuestNodePrototypes/E11_MQ01_Audio.cfg,29643,879,43,7,false,false
Base,GameLite/GameData/QuestNodePrototypes/E11_MQ01_C01.cfg,2478,74,5,4,false,false
Base,GameLite/GameData/QuestNodePrototypes/E11_MQ01_P.cfg,9987,304,14,11,false,false
Base,GameLite/GameData/QuestNodePrototypes/E11_MQ01_StrelokX3_Preload.cfg,3987,129,7,6,false,false
Base,GameLite/GameData/QuestNodePrototypes/E11_MQ02.cfg,277493,9435,361,43,true,false
Base,GameLite/GameData/QuestNodePrototypes/E11_MQ02_Audio.cfg,6234,172,11,5,false,false
Base,GameLite/GameData/QuestNodePrototypes/E11_MQ02_Capsule_Preload.cfg,10950,217,9,6,false,false
Base,GameLite/GameData/QuestNodePrototypes/E11_MQ02_P.cfg,16214,549,29,9,false,false
Base,GameLite/GameData/QuestNodePrototypes/E11_MQ03.cfg,256688,9106,333,41,false,false
Base,GameLite/GameData/QuestNodePrototypes/E11_MQ03_Audio.cfg,5797,167,10,5,false,false
Base,GameLite/GameData/QuestNodePrototypes/E11_MQ04.cfg,213822,7604,280,39,true,false
Base,GameLite/GameData/QuestNodePrototypes/E11_MQ04_Audio.cfg,8543,249,13,4,false,false
Base,GameLite/GameData/QuestNodePrototypes/E11_SQ02.cfg,3432,111,7,4,false,false
Base,GameLite/GameData/QuestNodePrototypes/E12_MQ01.cfg,598595,20648,767,43,true,false
Base,GameLite/GameData/QuestNodePrototypes/E12_MQ01_Audio.cfg,3060,98,6,5,false,false
Base,GameLite/GameData/QuestNodePrototypes/E12_MQ01_C1.cfg,50568,1819,82,17,false,false
Base,GameLite/GameData/QuestNodePrototypes/E12_MQ01_P.cfg,18389,553,31,11,true,false
Base,GameLite/GameData/QuestNodePrototypes/E14_BossFight_Korshunov_C05.cfg,11641,351,11,7,false,false
Base,GameLite/GameData/QuestNodePrototypes/E14_BossFight_Korshunov_C06.cfg,11589,351,11,7,false,false
Base,GameLite/GameData/QuestNodePrototypes/E14_Bossfight_DegotWounded.cfg,7671,245,10,8,false,false
Base,GameLite/GameData/QuestNodePrototypes/E14_Bossfight_Korshunov.cfg,109856,3574,139,29,false,false
Base,GameLite/GameData/QuestNodePrototypes/E14_Bossfight_Korshunov_C01.cfg,52313,1541,53,16,false,false
Base,GameLite/GameData/QuestNodePrototypes/E14_Bossfight_Korshunov_C02.cfg,57183,1917,63,18,false,false
Base,GameLite/GameData/QuestNodePrototypes/E14_Bossfight_Korshunov_C03.cfg,11392,340,16,9,false,false
Base,GameLite/GameData/QuestNodePrototypes/E14_Bossfight_Korshunov_Test.cfg,3292,91,6,5,false,false
Base,GameLite/GameData/QuestNodePrototypes/E14_MQ01.cfg,155100,5555,183,21,false,false
Base,GameLite/GameData/QuestNodePrototypes/E14_MQ01_Audio.cfg,16571,541,21,6,false,false
Base,GameLite/GameData/QuestNodePrototypes/E14_MQ01_C01.cfg,75043,2538,94,14,false,false
Base,GameLite/GameData/QuestNodePrototypes/E14_MQ01_C02.cfg,33664,1005,43,16,false,false
Base,GameLite/GameData/QuestNodePrototypes/E14_MQ01_C03.cfg,45359,1363,56,22,false,false
Base,GameLite/GameData/QuestNodePrototypes/E14_MQ01_C04.cfg,17461,531,21,12,false,false
Base,GameLite/GameData/QuestNodePrototypes/E14_MQ01_C05.cfg,75021,2235,85,20,false,false
Base,GameLite/GameData/QuestNodePrototypes/E14_MQ01_C06.cfg,7853,232,11,6,false,false
Base,GameLite/GameData/QuestNodePrototypes/E14_MQ01_P.cfg,227189,7962,268,24,false,false
Base,GameLite/GameData/QuestNodePrototypes/E14_MQ02.cfg,763773,26415,824,51,true,false
Base,GameLite/GameData/QuestNodePrototypes/E14_MQ02_Audio.cfg,5893,164,10,6,false,false
Base,GameLite/GameData/QuestNodePrototypes/E14_MQ02_C01.cfg,258067,7556,250,28,true,false
Base,GameLite/GameData/QuestNodePrototypes/E14_MQ02_C02.cfg,234945,6878,240,28,true,false
Base,GameLite/GameData/QuestNodePrototypes/E14_MQ02_C03.cfg,55085,1933,71,28,false,false
Base,GameLite/GameData/QuestNodePrototypes/E14_MQ02_C04.cfg,2740,78,5,5,false,false
Base,GameLite/GameData/QuestNodePrototypes/E14_MQ02_C05.cfg,4924,139,8,5,false,false
Base,GameLite/GameData/QuestNodePrototypes/E14_MQ02_Foundation_Preload.cfg,9355,239,11,6,false,false
Base,GameLite/GameData/QuestNodePrototypes/E14_MQ02_Variometer_Preload.cfg,3615,104,6,5,false,false
Base,GameLite/GameData/QuestNodePrototypes/E15_MQ01.cfg,83762,3007,125,22,false,false
Base,GameLite/GameData/QuestNodePrototypes/E15_MQ01_Audio.cfg,27000,877,40,9,false,false
Base,GameLite/GameData/QuestNodePrototypes/E15_MQ01_C01.cfg,3424,110,6,5,false,false
Base,GameLite/GameData/QuestNodePrototypes/E15_MQ01_C02.cfg,17731,540,26,4,false,false
Base,GameLite/GameData/QuestNodePrototypes/E15_MQ01_P.cfg,2849,88,5,5,false,false
Base,GameLite/GameData/QuestNodePrototypes/E15_MQ02.cfg,254242,8829,325,36,true,false
Base,GameLite/GameData/QuestNodePrototypes/E15_MQ02_Audio.cfg,397,14,2,2,false,false
Base,GameLite/GameData/QuestNodePrototypes/E15_MQ02_C01.cfg,2484,74,5,4,false,false
Base,GameLite/GameData/QuestNodePrototypes/E15_MQ02_P.cfg,4780,133,7,4,false,false
Base,GameLite/GameData/QuestNodePrototypes/E15_MQ02_Test.cfg,4092,132,7,6,false,false
Base,GameLite/GameData/QuestNodePrototypes/E15_MQ03.cfg,285437,9893,389,39,false,false
Base,GameLite/GameData/QuestNodePrototypes/E15_MQ03_Audio.cfg,12863,400,20,7,false,false
Base,GameLite/GameData/QuestNodePrototypes/E16_Bossfight_Scar.cfg,117957,4197,142,23,false,false
Base,GameLite/GameData/QuestNodePrototypes/E16_Bossfight_Scar_KillGoal.cfg,2612,78,3,3,false,false
Base,GameLite/GameData/QuestNodePrototypes/E16_Bossfight_Strelok.cfg,69562,1964,86,31,false,false
Base,GameLite/GameData/QuestNodePrototypes/E16_Bossfight_Strelok_Dash.cfg,32222,932,29,5,false,false
Base,GameLite/GameData/QuestNodePrototypes/E16_Bossfight_Strelok_FightInTheDark.cfg,15064,435,11,5,false,false
Base,GameLite/GameData/QuestNodePrototypes/E16_Bossfight_Strelok_OnHit.cfg,12761,381,14,6,false,false
Base,GameLite/GameData/QuestNodePrototypes/E16_Bossfight_Strelok_WoundInTheDark.cfg,8481,244,8,5,false,false
Base,GameLite/GameData/QuestNodePrototypes/E16_MQ01.cfg,284167,9921,357,41,false,false
Base,GameLite/GameData/QuestNodePrototypes/E16_MQ01_Audio.cfg,18050,607,32,7,false,false
Base,GameLite/GameData/QuestNodePrototypes/E16_MQ01_C01.cfg,53656,1891,65,13,false,false
Base,GameLite/GameData/QuestNodePrototypes/E16_MQ01_C02.cfg,36023,1250,45,13,false,false
Base,GameLite/GameData/QuestNodePrototypes/E16_MQ01_C03.cfg,108923,3298,138,21,false,false
Base,GameLite/GameData/QuestNodePrototypes/E16_MQ01_C04.cfg,7059,216,9,6,false,false
Base,GameLite/GameData/QuestNodePrototypes/E16_MQ01_P.cfg,113251,3801,194,19,false,false
Base,GameLite/GameData/QuestNodePrototypes/E16_MQ01_Preload.cfg,4616,133,7,5,false,false
Base,GameLite/GameData/QuestNodePrototypes/E16_MQ02.cfg,352271,12125,463,41,false,false
Base,GameLite/GameData/QuestNodePrototypes/E16_MQ02_Audio.cfg,33082,1106,57,7,false,false
Base,GameLite/GameData/QuestNodePrototypes/E16_MQ02_Audio_C1.cfg,3006,97,6,4,false,false
Base,GameLite/GameData/QuestNodePrototypes/E16_MQ02_C01.cfg,2478,74,5,4,false,false
Base,GameLite/GameData/QuestNodePrototypes/E16_MQ02_C02.cfg,2478,74,5,4,false,false
Base,GameLite/GameData/QuestNodePrototypes/E16_MQ02_ScarCutscene_Preload.cfg,5759,171,9,7,false,false
Base,GameLite/GameData/QuestNodePrototypes/E16_MQ03.cfg,242999,8475,302,37,false,false
Base,GameLite/GameData/QuestNodePrototypes/E16_MQ03_Audio.cfg,22218,690,30,7,false,false
Base,GameLite/GameData/QuestNodePrototypes/E16_MQ03_PsiSignature_Preload.cfg,4600,129,7,6,false,false
Base,GameLite/GameData/QuestNodePrototypes/E16_MQ03_RestrictSave1.cfg,2825,83,5,4,false,false
Base,GameLite/GameData/QuestNodePrototypes/E16_MQ03_RestrictSave2.cfg,2825,83,5,4,false,false
Base,GameLite/GameData/QuestNodePrototypes/E16_MQ03_RestrictSave3.cfg,2825,83,5,4,false,false
Base,GameLite/GameData/QuestNodePrototypes/EQ03.cfg,29885,966,40,11,false,false
Base,GameLite/GameData/QuestNodePrototypes/EQ04.cfg,164011,5379,162,28,true,false
Base,GameLite/GameData/QuestNodePrototypes/EQ04_P.cfg,8442,274,12,7,true,false
Base,GameLite/GameData/QuestNodePrototypes/EQ05.cfg,81195,2489,84,23,false,false
Base,GameLite/GameData/QuestNodePrototypes/EQ05_Audio.cfg,5766,183,8,5,false,false
Base,GameLite/GameData/QuestNodePrototypes/EQ05_C01.cfg,54655,1908,77,24,false,false
Base,GameLite/GameData/QuestNodePrototypes/EQ05_C02.cfg,3400,105,6,6,false,false
Base,GameLite/GameData/QuestNodePrototypes/EQ05_C03.cfg,38976,1185,40,12,false,false
Base,GameLite/GameData/QuestNodePrototypes/EQ05_C04.cfg,3476,113,6,5,false,false
Base,GameLite/GameData/QuestNodePrototypes/EQ05_P.cfg,25447,813,28,10,false,false
Base,GameLite/GameData/QuestNodePrototypes/EQ08.cfg,156815,5499,188,22,false,false
Base,GameLite/GameData/QuestNodePrototypes/EQ08_P.cfg,63548,2321,70,15,false,false
Base,GameLite/GameData/QuestNodePrototypes/EQ10.cfg,57192,1834,75,21,false,false
Base,GameLite/GameData/QuestNodePrototypes/EQ101.cfg,163237,5833,197,21,false,false
Base,GameLite/GameData/QuestNodePrototypes/EQ101_C01.cfg,40113,1183,36,8,false,false
Base,GameLite/GameData/QuestNodePrototypes/EQ101_C02.cfg,34641,1031,34,8,false,false
Base,GameLite/GameData/QuestNodePrototypes/EQ101_P.cfg,38300,1257,40,15,true,false
Base,GameLite/GameData/QuestNodePrototypes/EQ109.cfg,36517,1139,40,14,true,false
Base,GameLite/GameData/QuestNodePrototypes/EQ109_P.cfg,39437,1363,56,24,true,false
Base,GameLite/GameData/QuestNodePrototypes/EQ10_Audio.cfg,2673,82,4,4,false,false
Base,GameLite/GameData/QuestNodePrototypes/EQ10_C01.cfg,15180,461,13,3,false,false
Base,GameLite/GameData/QuestNodePrototypes/EQ10_P.cfg,16827,536,28,17,false,false
Base,GameLite/GameData/QuestNodePrototypes/EQ11.cfg,87575,3191,116,30,false,false
Base,GameLite/GameData/QuestNodePrototypes/EQ110.cfg,7907,248,13,10,true,false
Base,GameLite/GameData/QuestNodePrototypes/EQ110_P.cfg,19753,714,34,15,true,false
Base,GameLite/GameData/QuestNodePrototypes/EQ110_VFX.cfg,1636,50,4,4,false,false
Base,GameLite/GameData/QuestNodePrototypes/EQ111.cfg,43184,1560,54,20,true,false
Base,GameLite/GameData/QuestNodePrototypes/EQ111_Audio.cfg,1469,49,4,4,false,false
Base,GameLite/GameData/QuestNodePrototypes/EQ111_P.cfg,18733,674,27,11,true,false
Base,GameLite/GameData/QuestNodePrototypes/EQ111_VFX.cfg,1078,36,3,3,false,false
Base,GameLite/GameData/QuestNodePrototypes/EQ118.cfg,22250,810,37,18,false,false
Base,GameLite/GameData/QuestNodePrototypes/EQ118_Audio.cfg,3862,115,6,5,false,false
Base,GameLite/GameData/QuestNodePrototypes/EQ118_P.cfg,8299,266,13,9,false,false
Base,GameLite/GameData/QuestNodePrototypes/EQ11_C01.cfg,2584,89,5,4,false,false
Base,GameLite/GameData/QuestNodePrototypes/EQ11_C02.cfg,2574,89,5,4,false,false
Base,GameLite/GameData/QuestNodePrototypes/EQ11_P.cfg,8383,314,14,11,true,false
Base,GameLite/GameData/QuestNodePrototypes/EQ13.cfg,83660,2597,90,19,false,false
