EnumFamily,EnumValue,BaseGameCount,DLC1Count,DeluxeCount,UltimateCount,PreOrderCount,TotalCount,ExampleNodeSID,ExampleFile
EJournalState,Finished,245,127,2,1,2,377,ANCQ28_Technical_SpawnItems_WildIsland_Pin_0,GameLite/GameData/QuestNodePrototypes/ANCQ28.cfg
EJournalState,Pending,82,22,1,0,1,106,E01_MQ01_If_4,GameLite/GameData/QuestNodePrototypes/E01_MQ01.cfg
EJournalState,Cancelled,35,6,0,0,0,41,E02_MQ03_C05_SetJournal_E02_MQ03_FindPripoyMarked_2_Pin_0,GameLite/GameData/QuestNodePrototypes/E02_MQ03_C05.cfg
EJournalState,Failed,28,1,1,0,0,30,E01_MQ01_If_DistanceTooCloseToScanner_7,GameLite/GameData/QuestNodePrototypes/E01_MQ01.cfg
ELoadingDestination,BridgeBetweenCutscenes,8,0,0,0,0,8,C_E14_MQ03_01_FoundationC_Part2_Cutscene_ShowLoadingScreen,GameLite/GameData/QuestNodePrototypes/C_E14_MQ03_01_FoundationC_Part2_Cutscene.cfg
ELoadingDestination,WhiteBridgeBetweenCutscenes,2,0,0,0,0,2,C_E10_MQ02_StriderOrbita_ShowLoadingScreen,GameLite/GameData/QuestNodePrototypes/C_E10_MQ02_StriderOrbita.cfg
ELoadingDestination,IntroductionLogo,1,0,0,0,0,1,C_E01_MQ01_Assault_Cutscene_ShowLoadingScreen,GameLite/GameData/QuestNodePrototypes/C_E01_MQ01_Assault_Cutscene.cfg
ELoadingDestination,None,1,0,0,0,0,1,E11_MQ03_ShowLoadingScreen,GameLite/GameData/QuestNodePrototypes/E11_MQ03.cfg
EMainHandEquipmentType,PrimaryWeapon,27,6,0,0,0,33,Bossfight_EquipTEST_EquipItemInHands_GunFora_ST,GameLite/GameData/QuestNodePrototypes/Bossfight_EquipTEST.cfg
EMainHandEquipmentType,Pistol,16,0,0,0,0,16,Bossfight_EquipTEST_EquipItemInHands_GunM10_HG,GameLite/GameData/QuestNodePrototypes/Bossfight_EquipTEST.cfg
EMainHandEquipmentType,Item,6,5,0,0,0,11,E01_MQ01_EquipItemInHands_EchoE01,GameLite/GameData/QuestNodePrototypes/E01_MQ01.cfg
EMainHandEquipmentType,Bolt,9,0,0,0,0,9,E02_MQ01_EquipItemInHands,GameLite/GameData/QuestNodePrototypes/E02_MQ01.cfg
EMainHandEquipmentType,SecondaryWeapon,7,1,0,0,0,8,Bossfight_EquipTEST_EquipItemInHands_GunRam2_SG,GameLite/GameData/QuestNodePrototypes/Bossfight_EquipTEST.cfg
EMainHandEquipmentType,Knife,4,0,0,0,0,4,GDTQ00_BP_ShowTutorialWidget_KnifeHit_Pin_0,GameLite/GameData/QuestNodePrototypes/GDTQ00_BP.cfg
EMainHandEquipmentType,Grenade,1,0,0,0,0,1,GDTQ01_BP_ShowTutorialWidget_WeaponHide_Pin_0,GameLite/GameData/QuestNodePrototypes/GDTQ01_BP.cfg
EModifiedCharacterParam,IgnoreDamageType,227,188,0,0,0,415,ANCQ02_SetCharacterParam_BP_NPC_ANCQ02_Leshyi,GameLite/GameData/QuestNodePrototypes/ANCQ02.cfg
EModifiedCharacterParam,HP,295,80,1,0,0,376,ANCQ01_SetCharacterParam_BP_Squad_ANCQ01_BlindDogs,GameLite/GameData/QuestNodePrototypes/ANCQ01.cfg
EModifiedCharacterParam,HPPercent,51,13,0,0,0,64,Arch_Bossfight_Faust_SetCharacterParam_Player,GameLite/GameData/QuestNodePrototypes/Arch_Bossfight_Faust.cfg
EModifiedCharacterParam,Zombie,39,3,0,0,0,42,Bossfight_EquipTEST_SetCharacterParam_BP_DeadBody_ZombieTest4,GameLite/GameData/QuestNodePrototypes/Bossfight_EquipTEST.cfg
EModifiedCharacterParam,Rank,32,5,0,0,0,37,Arch_L_SetCharacterParam_Player,GameLite/GameData/QuestNodePrototypes/Arch_L.cfg
EModifiedCharacterParam,Money,20,5,0,0,0,25,E07_SQ01_GiveMoney_Player,GameLite/GameData/QuestNodePrototypes/E07_SQ01.cfg
EModifiedCharacterParam,Bleeding,6,0,0,0,0,6,Arch_Bossfight_Faust_SetCharacterParam_Player,GameLite/GameData/QuestNodePrototypes/Arch_Bossfight_Faust.cfg
EModifiedCharacterParam,HungerPoints,6,0,0,0,0,6,E01_MQ01_SetCharacterParam_Player_Hunger_Zero,GameLite/GameData/QuestNodePrototypes/E01_MQ01.cfg
EModifiedCharacterParam,Radiation,6,0,0,0,0,6,Arch_Bossfight_Faust_SetCharacterParam_Player,GameLite/GameData/QuestNodePrototypes/Arch_Bossfight_Faust.cfg
EModifiedCharacterParam,Sleepiness,5,0,0,0,0,5,E11_MQ03_SetPlayerStates_toNorm,GameLite/GameData/QuestNodePrototypes/E11_MQ03.cfg
EModifiedCharacterParam,InventoryWeight,2,0,0,0,0,2,Test_Conditions_InventoryWeightPlayer,GameLite/GameData/QuestNodePrototypes/Test_Conditions.cfg
EModifiedCharacterParam,SP,2,0,0,0,0,2,E07_SQ01_SetCharacterParam_Player,GameLite/GameData/QuestNodePrototypes/E07_SQ01.cfg
EModifyAbilitySequenceQuestNodeMode,AddAbility,6,5,0,0,0,11,Arch_Bossfight_Faust_SetNPCSequentialAbility_Add_Human_CombatPSYAttack,GameLite/GameData/QuestNodePrototypes/Arch_Bossfight_Faust.cfg
EModifyAbilitySequenceQuestNodeMode,RemoveAbility,7,1,0,0,0,8,Arch_Bossfight_Faust_SetNPCSequentialAbility_Remove_Human_CombatPSYAttack,GameLite/GameData/QuestNodePrototypes/Arch_Bossfight_Faust.cfg
EMovementBehaviour,Walk,4517,1665,7,0,0,6189,AI2QuestBP_Stay,GameLite/GameData/QuestNodePrototypes/AI2QuestBP.cfg
EMovementBehaviour,Run,592,212,1,0,0,805,A-life_interrupts_SetAIBehavior_BP_NPCPlaceholder71,GameLite/GameData/QuestNodePrototypes/A-life_interrupts.cfg
EMovementBehaviour,Sprint,75,7,0,0,0,82,ALifeGym_QuestBP_SetAIBehavior_BP_SquadPlaceholder,GameLite/GameData/QuestNodePrototypes/ALifeGym_QuestBP.cfg
EMovementBehaviour,Idle,53,4,0,0,0,57,E02_SQ01_SetAIBehavior_BanditPressing,GameLite/GameData/QuestNodePrototypes/E02_SQ01.cfg
EOverrideDialogTopic,Forced,4341,1472,23,0,0,5836,A-life_interrupts_SetDialog_Alaf_scen_begin,GameLite/GameData/QuestNodePrototypes/A-life_interrupts.cfg
EOverrideDialogTopic,Info,714,233,1,0,0,948,ANCQ03_P_SetDialog_ANCQ03_cernysov_1_InfoTopic_1,GameLite/GameData/QuestNodePrototypes/ANCQ03_P.cfg
EOverrideDialogTopic,Busy,535,231,1,0,0,767,ANCQ03_P_SetDialog_ANCQ03_cernysov_1_BusyTopic,GameLite/GameData/QuestNodePrototypes/ANCQ03_P.cfg
EOverrideDialogTopic,Hello,551,172,1,0,0,724,ANCQ03_P_SetDialog_ANCQ03_cernysov_1_HelloTopic,GameLite/GameData/QuestNodePrototypes/ANCQ03_P.cfg
EOverrideDialogTopic,Bye,521,173,1,0,0,695,ANCQ03_P_SetDialog_ANCQ03_cernysov_1_ByeTopic,GameLite/GameData/QuestNodePrototypes/ANCQ03_P.cfg
EOverrideDialogTopic,None,514,92,2,0,0,608,BodyParts_Malahit_SetDialog_EQ197_QD_Orders,GameLite/GameData/QuestNodePrototypes/BodyParts_Malahit.cfg
EOverrideDialogTopic,Resume,398,160,1,0,0,559,ANCQ03_P_SetDialog_ANCQ03_cernysov_1_ResumeComment,GameLite/GameData/QuestNodePrototypes/ANCQ03_P.cfg
EOverrideDialogTopic,DefeatComment,356,102,1,0,0,459,ANCQ03_P_SetDialog_ANCQ03_cernysov_1_DefeatTopic,GameLite/GameData/QuestNodePrototypes/ANCQ03_P.cfg
EOverrideDialogTopic,Trade,102,25,0,0,0,127,ConcretePlant_Hub_SetDialog_ConcretePlant_Hub_gera_0_TradeTopic,GameLite/GameData/QuestNodePrototypes/ConcretePlant_Hub.cfg
EOverrideDialogTopic,Defeat,76,11,1,0,0,88,E02_MQ01_SetDialog_E02_MQ01_rihter_0_DefeatTopic,GameLite/GameData/QuestNodePrototypes/E02_MQ01.cfg
EOverrideDialogTopic,Upgrade,27,14,0,0,0,41,ConcretePlant_Hub_SetDialog_ConcretePlant_Hub_serzant_hmaruk_0_UpgradeTopic,GameLite/GameData/QuestNodePrototypes/ConcretePlant_Hub.cfg
EOverrideDialogTopic,Travel,15,4,0,0,0,19,ConcretePlant_Hub_SetDialog_ConcretePlant_Hub_marsal_0_TravelTopic,GameLite/GameData/QuestNodePrototypes/ConcretePlant_Hub.cfg
EOverrideDialogTopic,CallPlayerComment,9,0,1,0,0,10,E03_MQ01_SetDialog_E03_MQ01_bogdan_mehanik_0_DefeatComment,GameLite/GameData/QuestNodePrototypes/E03_MQ01.cfg
EQuestConditionType,DistanceToPoint,3775,962,27,0,14,4778,A-life_interrupts_If,GameLite/GameData/QuestNodePrototypes/A-life_interrupts.cfg
EQuestConditionType,NodeState,2707,970,32,22,5,3736,ANCQ01_Technical_DelayToNewCA_Pin_0,GameLite/GameData/QuestNodePrototypes/ANCQ01.cfg
EQuestConditionType,Trigger,2275,855,3,0,0,3133,ANCQ01_Technical_DogAttack_Pin_0,GameLite/GameData/QuestNodePrototypes/ANCQ01.cfg
EQuestConditionType,Bridge,2012,640,11,6,1,2670,ANCQ02_Technical_SkifReturns_Pin_0,GameLite/GameData/QuestNodePrototypes/ANCQ02.cfg
EQuestConditionType,DistanceToNPC,1934,387,15,0,0,2336,ANCQ02_Technical_SkifAway17k_Pin_0,GameLite/GameData/QuestNodePrototypes/ANCQ02.cfg
EQuestConditionType,JournalState,1275,482,15,2,4,1778,ANCQ28_Technical_SpawnItems_WildIsland_Pin_0,GameLite/GameData/QuestNodePrototypes/ANCQ28.cfg
EQuestConditionType,GlobalVariable,651,594,53,34,17,1349,Arch_Bossfight_Faust_Faust_Unkillable_Pin_0,GameLite/GameData/QuestNodePrototypes/Arch_Bossfight_Faust.cfg
EQuestConditionType,IsAlive,866,219,10,0,0,1095,ANCQ02_Technical_SkifAway17k_Pin_0,GameLite/GameData/QuestNodePrototypes/ANCQ02.cfg
EQuestConditionType,ContextualAction,593,130,2,0,0,725,ANCQ03_SetDialog_ANCQ03_Comment_MoveAlong_Pin_0,GameLite/GameData/QuestNodePrototypes/ANCQ03.cfg
EQuestConditionType,Emission,553,19,2,0,0,574,ANCQ01_Technical_DogAttack_Pin_0,GameLite/GameData/QuestNodePrototypes/ANCQ01.cfg
EQuestConditionType,ItemInInventory,488,60,7,0,0,555,ANCQ103_If,GameLite/GameData/QuestNodePrototypes/ANCQ103.cfg
EQuestConditionType,Awareness,296,5,0,0,0,301,E03_MQ02_Comment_ZmeevikMoans1_Pin_0,GameLite/GameData/QuestNodePrototypes/E03_MQ02.cfg
EQuestConditionType,IsCreated,152,71,0,0,0,223,ANCQ103_ItemAdd_SQ103_MapNote_Pin_0,GameLite/GameData/QuestNodePrototypes/ANCQ103.cfg
EQuestConditionType,ItemInContainer,146,3,22,19,0,190,E05_SQ03_Despawn_BP_DeadBodyPlaceholder_E05_SQ03_DeadVarta_Pin_0,GameLite/GameData/QuestNodePrototypes/E05_SQ03.cfg
EQuestConditionType,FactionRelationship,116,35,0,0,0,151,E03_MQ01_Technical_Deserter_Pin_0,GameLite/GameData/QuestNodePrototypes/E03_MQ01.cfg
EQuestConditionType,HP,95,20,2,0,0,117,ANCQ08_P_Spawn_BP_Item_Sausage_Pin_0,GameLite/GameData/QuestNodePrototypes/ANCQ08_P.cfg
EQuestConditionType,Note,35,10,28,28,5,106,ANCQ25_End_Pin_0,GameLite/GameData/QuestNodePrototypes/ANCQ25.cfg
EQuestConditionType,IsWounded,77,14,0,0,0,91,E02_SQ01_Comment_ZhorikLetsTalk_Pin_0,GameLite/GameData/QuestNodePrototypes/E02_SQ01.cfg
EQuestConditionType,PersonalRelationship,69,4,0,0,0,73,E02_SQ02_SetDialog_CallPlayer_Pin_0,GameLite/GameData/QuestNodePrototypes/E02_SQ02.cfg
EQuestConditionType,IsOnline,69,1,0,0,0,70,ANCQ03_Despawn_BP_NPC_ANCQ03_SanyaStopor_Pin_0,GameLite/GameData/QuestNodePrototypes/ANCQ03.cfg
EQuestConditionType,HPPercent,47,6,0,0,0,53,ANCQ01_Technical_DogsInjured_Pin_0,GameLite/GameData/QuestNodePrototypes/ANCQ01.cfg
EQuestConditionType,LookAtAngle,39,10,0,0,0,49,E01_MQ01_SetDialog_E01_MQ01_Comment_SkifReaction_Pin_0,GameLite/GameData/QuestNodePrototypes/E01_MQ01.cfg
EQuestConditionType,EquipmentInHands,34,5,0,0,0,39,E01_MQ01_If_2,GameLite/GameData/QuestNodePrototypes/E01_MQ01.cfg
EQuestConditionType,Effect,29,8,0,0,0,37,E08_MQ04_C02_If,GameLite/GameData/QuestNodePrototypes/E08_MQ04_C02.cfg
EQuestConditionType,IsLairOwnedByFaction,0,26,0,0,0,26,DLC01_FactionWars_CNPP_If_Duty_380_32,DLCGameData/DLC1/QuestNodePrototypes.cfg
EQuestConditionType,Money,17,0,0,0,0,17,GDTQ00_BP_ShowTutorialWidget_Coupons_Pin_0,GameLite/GameData/QuestNodePrototypes/GDTQ00_BP.cfg
EQuestConditionType,CorpseCarry,15,0,0,0,0,15,EQ04_AllStop_Pin_0,GameLite/GameData/QuestNodePrototypes/EQ04.cfg
EQuestConditionType,Stamina,13,0,0,0,0,13,GDTQ00_BP_Technical_Pause_Stamina_Pin_0,GameLite/GameData/QuestNodePrototypes/GDTQ00_BP.cfg
EQuestConditionType,AITarget,10,0,0,0,0,10,E11_MQ04_Technical_SpawnSupport_Pin_0,GameLite/GameData/QuestNodePrototypes/E11_MQ04.cfg
EQuestConditionType,Rank,10,0,0,0,0,10,EQ04_If_SkifVeteran,GameLite/GameData/QuestNodePrototypes/EQ04.cfg
EQuestConditionType,InventoryWeight,9,0,0,0,0,9,GDTQ00_BP_Technical_WaitForEncumbered_Pin_0,GameLite/GameData/QuestNodePrototypes/GDTQ00_BP.cfg
EQuestConditionType,Bleeding,4,0,0,0,0,4,E14_Bossfight_Korshunov_C01_If_BleedingON,GameLite/GameData/QuestNodePrototypes/E14_Bossfight_Korshunov_C01.cfg
EQuestConditionType,Weather,2,2,0,0,0,4,EQ54_SaveGame_Pin_0,GameLite/GameData/QuestNodePrototypes/EQ54.cfg
EQuestConditionType,GameDifficulty,0,3,0,0,0,3,DLC01_CNPP_L_If_Difficulty_Medium,DLCGameData/DLC1/QuestNodePrototypes.cfg
EQuestConditionType,HungerPoints,3,0,0,0,0,3,Test_Conditions_FoodPointsNegativeCase_1_Pin_0,GameLite/GameData/QuestNodePrototypes/Test_Conditions.cfg
EQuestConditionType,HasItemInQuickSlot,2,0,0,0,0,2,DevTestMap_TestTutor_1_Pin_0,GameLite/GameData/QuestNodePrototypes/DevTestMap.cfg
EQuestConditionType,Radiation,2,0,0,0,0,2,EQ05_C04_Technical_Pin_0,GameLite/GameData/QuestNodePrototypes/EQ05_C04.cfg
EQuestConditionType,ArmorState,1,0,0,0,0,1,GDTQ00_BP_ShowTutorialWidget_ArmorWasted_1_Pin_0,GameLite/GameData/QuestNodePrototypes/GDTQ00_BP.cfg
EQuestConditionType,IsEnoughAmmo,1,0,0,0,0,1,GDTQ00_BP_Technical_WaitForEmptyMag_Pin_0,GameLite/GameData/QuestNodePrototypes/GDTQ00_BP.cfg
EQuestConditionType,IsWeaponJammed,1,0,0,0,0,1,GDTQ00_BP_ShowTutorialWidget_WeaponWasted_Pin_0,GameLite/GameData/QuestNodePrototypes/GDTQ00_BP.cfg
EQuestEventType,OnQuestNodeChangeState,3556,913,19,0,0,4488,ANCQ02_BridgeEvent,GameLite/GameData/QuestNodePrototypes/ANCQ02.cfg
EQuestEventType,OnTick,2774,690,17,3,2,3486,ANCQ01_OnTickEvent_HitDogsFix,GameLite/GameData/QuestNodePrototypes/ANCQ01.cfg
EQuestEventType,OnModelCreate,1342,630,1,0,0,1973,ANCQ02_OnNPCCreateEvent_Leshui,GameLite/GameData/QuestNodePrototypes/ANCQ02.cfg
EQuestEventType,OnObjDeath,1193,420,22,0,0,1635,A-life_interrupts_OnNPCDeathEvent_BP_SquadPlaceholder21,GameLite/GameData/QuestNodePrototypes/A-life_interrupts.cfg
EQuestEventType,OnTriggerEnter,983,603,2,0,0,1588,A-life_interrupts_OnTriggerEnterEvent,GameLite/GameData/QuestNodePrototypes/A-life_interrupts.cfg
EQuestEventType,OnSignalReceived,851,563,0,0,0,1414,ANCQ03_OnSignalReceived,GameLite/GameData/QuestNodePrototypes/ANCQ03.cfg
EQuestEventType,OnHit,702,240,1,0,0,943,ANCQ01_OnHitEvent_BlindDogs,GameLite/GameData/QuestNodePrototypes/ANCQ01.cfg
EQuestEventType,OnPlayerGetItem,634,192,20,5,6,857,ANCQ01_OnPlayerGetItemEvent_ANCQ01_VadaHvorostPDA,GameLite/GameData/QuestNodePrototypes/ANCQ01.cfg
EQuestEventType,OnBecomeEnemy,516,75,11,0,0,602,ANCQ03_OnNPCBecomeEnemyEvent_ChernyshovSoldier,GameLite/GameData/QuestNodePrototypes/ANCQ03.cfg
EQuestEventType,OnJournalQuestStageFinish,291,82,6,0,0,379,C_E02_MQ03_BatyaOutOfBar_Preload_OnJournalQuestEvent_E02_MQ03_WarlockPripoy,GameLite/GameData/QuestNodePrototypes/C_E02_MQ03_BatyaOutOfBar_Preload.cfg
EQuestEventType,OnJournalQuestStart,350,21,5,0,0,376,ANCQ_11P_OnJournalQuestEvent_E07_SQ01,GameLite/GameData/QuestNodePrototypes/ANCQ_11P.cfg
EQuestEventType,OnJournalQuestStageStart,251,110,2,1,0,364,E01_MQ01_OnJournalQuestEvent_E01_MQ01_GoToThePowerLine_1,GameLite/GameData/QuestNodePrototypes/E01_MQ01.cfg
EQuestEventType,OnInteract,160,23,27,19,6,235,ANCQ03_OnInteractEvent_Chernyshov,GameLite/GameData/QuestNodePrototypes/ANCQ03.cfg
EQuestEventType,OnTriggerExit,171,48,0,0,0,219,AI_Benchmark_OnTriggerExitEvent,GameLite/GameData/QuestNodePrototypes/AI_Benchmark.cfg
EQuestEventType,OnJournalQuestFinish,164,47,3,0,0,214,E01_MQ01_OnJournalQuestEvent_E01_MQ01,GameLite/GameData/QuestNodePrototypes/E01_MQ01.cfg
EQuestEventType,OnPlayerNoticed,151,38,0,0,0,189,E01_MQ01_OnPlayerNoticedEvent_BP_NPC_AliveMilitary,GameLite/GameData/QuestNodePrototypes/E01_MQ01.cfg
EQuestEventType,OnQuestNodeFinish,162,0,0,0,0,162,Benchmark_combat_BridgeEvent,GameLite/GameData/QuestNodePrototypes/Benchmark_combat.cfg
EQuestEventType,OnDialogFinished,58,10,0,0,0,68,E02_MQ03_C05_OnDialogStartEvent_E02_MQ03_Comment_EmisionScene_2,GameLite/GameData/QuestNodePrototypes/E02_MQ03_C05.cfg
EQuestEventType,OnEmissionStarted,56,3,0,0,0,59,ANCQ02_OnEmissionStartEvent,GameLite/GameData/QuestNodePrototypes/ANCQ02.cfg
EQuestEventType,OnEmissionFinished,38,2,0,0,0,40,A-life_interrupts_OnEmissionFinishEvent,GameLite/GameData/QuestNodePrototypes/A-life_interrupts.cfg
EQuestEventType,OnFactionBecomeEnemy,36,4,0,0,0,40,C_E16_Flashbacks_Cutscene_OnFactionBecomeEnemyEvent,GameLite/GameData/QuestNodePrototypes/C_E16_Flashbacks_Cutscene.cfg
EQuestEventType,OnJournalQuestFail,31,2,1,0,0,34,E02_SQ01_OnJournalQuestEvent_E02_SQ01_C01,GameLite/GameData/QuestNodePrototypes/E02_SQ01.cfg
EQuestEventType,OnQuestInteractionFinish,20,4,5,0,0,29,ANCQ26_OnInteractEvent,GameLite/GameData/QuestNodePrototypes/ANCQ26.cfg
EQuestEventType,OnLairOwnershipHasChanged,0,26,0,0,0,26,DLC01_FactionWars_CNPP_OnLairOwnershipHasChangedEvent_Duty_380_32,DLCGameData/DLC1/QuestNodePrototypes.cfg
EQuestEventType,OnEmissionStageStarted,15,2,0,0,0,17,EQ11_OnEmissionStageActivated,GameLite/GameData/QuestNodePrototypes/EQ11.cfg
EQuestEventType,OnPlayerLostItem,9,8,0,0,0,17,E16_Bossfight_Strelok_OnHit_OnPlayerLostItemEvent_Medkit,GameLite/GameData/QuestNodePrototypes/E16_Bossfight_Strelok_OnHit.cfg
EQuestEventType,OnAbilityUsed,14,0,0,0,0,14,Arch_Bossfight_Faust_OnAbilityUsedEvent_BP_NPC_Faust_mutant,GameLite/GameData/QuestNodePrototypes/Arch_Bossfight_Faust.cfg
EQuestEventType,OnAbilityEnded,6,5,0,0,0,11,Arch_Bossfight_Faust_OnAbilityEndedEvent_BP_NPC_Faust_mutant,GameLite/GameData/QuestNodePrototypes/Arch_Bossfight_Faust.cfg
EQuestEventType,OnJournalQuestStageFail,4,6,0,0,0,10,E02_MQ02_C02_OnJournalQuestEvent_E02_MQ02_BanditsTalk,GameLite/GameData/QuestNodePrototypes/E02_MQ02_C02.cfg
EQuestEventType,OnEmissionStageFinished,6,0,0,0,0,6,QTC_Emission_OnEmissionStageFinished,GameLite/GameData/QuestNodePrototypes/QTC_Emission.cfg
EQuestEventType,OnJournalQuestCancel,6,0,0,0,0,6,SQ03_Audio_OnJournalQuestEvent_SQ03Canc,GameLite/GameData/QuestNodePrototypes/SQ03_Audio.cfg
EQuestEventType,OnJournalQuestStageCancel,5,0,0,0,0,5,E02_MQ03_C05_OnJournalQuestEvent_E02_MQ03_C01_Hide_Cancel,GameLite/GameData/QuestNodePrototypes/E02_MQ03_C05.cfg
EQuestEventType,OnPlayerRankReached,3,0,0,0,0,3,QTC_OnPlayerRankReachedEvent_1,GameLite/GameData/QuestNodePrototypes/QTC.cfg
EQuestEventType,OnBecomeFriend,2,0,0,0,0,2,E04_SQ02_OnNPCBecomeFriendEvent_BP_NPC_E04_SQ02_NoonZombieKvaska,GameLite/GameData/QuestNodePrototypes/E04_SQ02.cfg
EQuestEventType,OnObjDefeat,2,0,0,0,0,2,UI_QTC_Quest_OnNPCDefeatEvent_BP_NPCPlaceholder6,GameLite/GameData/QuestNodePrototypes/UI_QTC_Quest.cfg
EQuestEventType,OnUpgradeInstall,2,0,0,0,0,2,E08_MQ03_OnUpgradeInstallEvent_FaustPsyResist_Quest_1_1,GameLite/GameData/QuestNodePrototypes/E08_MQ03.cfg
EQuestEventType,OnFactionBecomeFriend,1,0,0,0,0,1,QTC_OnFactionBecomeFriendEvent,GameLite/GameData/QuestNodePrototypes/QTC.cfg
EQuestEventType,OnGetCompatibleAttachment,1,0,0,0,0,1,GDTQ00_BP_OnGetCompatibleAttachEvent,GameLite/GameData/QuestNodePrototypes/GDTQ00_BP.cfg
EQuestEventType,OnMoneyAmountReached,1,0,0,0,0,1,QTC_OnMoneyAmountReachedEvent,GameLite/GameData/QuestNodePrototypes/QTC.cfg
EQuestNodeState,Finished,1788,606,15,14,1,2424,ANCQ01_Technical_DelayToNewCA_Pin_0,GameLite/GameData/QuestNodePrototypes/ANCQ01.cfg
EQuestNodeState,Activated,430,225,15,7,4,681,ANCQ02_Technical_Delay_1_Pin_0,GameLite/GameData/QuestNodePrototypes/ANCQ02.cfg
EQuestNodeState,None,364,93,2,1,0,460,ANCQ03_ReputationLocker_BP_Squad_ANCQ03_Military_Pin_3,GameLite/GameData/QuestNodePrototypes/ANCQ03.cfg
EQuestNodeState,Excluded,125,46,0,0,0,171,E02_MQ03_C05_If_RihterBranchAndCollectorsEntranceExcluded,GameLite/GameData/QuestNodePrototypes/E02_MQ03_C05.cfg
EQuestNodeType,Technical,11899,3515,67,24,8,15513,A-life_interrupts_Start,GameLite/GameData/QuestNodePrototypes/A-life_interrupts.cfg
EQuestNodeType,Condition,8999,2767,76,33,9,11884,ANCQ01_Technical_DogAttack_Pin_0,GameLite/GameData/QuestNodePrototypes/ANCQ01.cfg
EQuestNodeType,SetDialog,8159,2689,33,0,0,10881,A-life_interrupts_SetDialog_Alaf_scen_begin,GameLite/GameData/QuestNodePrototypes/A-life_interrupts.cfg
EQuestNodeType,SetAIBehavior,6259,2467,9,0,0,8735,A-life_interrupts_SetAIBehavior_BP_NPCPlaceholder71,GameLite/GameData/QuestNodePrototypes/A-life_interrupts.cfg
EQuestNodeType,Spawn,4577,1478,20,3,2,6080,A-life_interrupts_SpawnObjectNPCMonster_BP_NPCPlaceholder71,GameLite/GameData/QuestNodePrototypes/A-life_interrupts.cfg
EQuestNodeType,SetJournal,4455,1166,55,25,10,5711,E01_MQ01_EnterTheZone_Start,GameLite/GameData/QuestNodePrototypes/E01_MQ01.cfg
EQuestNodeType,SendSignal,3230,2144,0,1,0,5375,ANCQ103_SendSignal_BP_CutsceneInteract.SignalReceiver,GameLite/GameData/QuestNodePrototypes/ANCQ103.cfg
EQuestNodeType,BridgeEvent,3718,913,19,0,0,4650,ANCQ02_BridgeEvent,GameLite/GameData/QuestNodePrototypes/ANCQ02.cfg
EQuestNodeType,Trigger,2836,1251,2,0,0,4089,A-life_interrupts_OnTriggerEnterEvent,GameLite/GameData/QuestNodePrototypes/A-life_interrupts.cfg
EQuestNodeType,OnTickEvent,2774,690,17,3,2,3486,ANCQ01_OnTickEvent_HitDogsFix,GameLite/GameData/QuestNodePrototypes/ANCQ01.cfg
EQuestNodeType,ChangeRelationships,1875,301,5,0,0,2181,ANCQ02_ChangeRelationships_SkifEnemy,GameLite/GameData/QuestNodePrototypes/ANCQ02.cfg
EQuestNodeType,If,1507,500,58,20,11,2096,A-life_interrupts_If,GameLite/GameData/QuestNodePrototypes/A-life_interrupts.cfg
EQuestNodeType,OnNPCCreateEvent,1342,630,1,0,0,1973,ANCQ02_OnNPCCreateEvent_Leshui,GameLite/GameData/QuestNodePrototypes/ANCQ02.cfg
EQuestNodeType,End,1394,379,8,2,1,1784,A-life_interrupts_End,GameLite/GameData/QuestNodePrototypes/A-life_interrupts.cfg
EQuestNodeType,TeleportCharacter,1125,501,20,6,4,1656,ANCQ01_TeleportCharacter_Start,GameLite/GameData/QuestNodePrototypes/ANCQ01.cfg
EQuestNodeType,Container,1248,301,3,0,0,1552,ANCQ01_P_Container,GameLite/GameData/QuestNodePrototypes/ANCQ01_P.cfg
EQuestNodeType,Despawn,1113,410,0,0,0,1523,A-life_interrupts_Despawn_BP_NPCPlaceholder71,GameLite/GameData/QuestNodePrototypes/A-life_interrupts.cfg
EQuestNodeType,OnNPCDeathEvent,1059,341,16,0,0,1416,A-life_interrupts_OnNPCDeathEvent_BP_SquadPlaceholder21,GameLite/GameData/QuestNodePrototypes/A-life_interrupts.cfg
EQuestNodeType,OnSignalReceived,851,563,0,0,0,1414,ANCQ03_OnSignalReceived,GameLite/GameData/QuestNodePrototypes/ANCQ03.cfg
EQuestNodeType,OnJournalQuestEvent,1102,268,17,1,0,1388,ANCQ_11P_OnJournalQuestEvent_E07_SQ01,GameLite/GameData/QuestNodePrototypes/ANCQ_11P.cfg
EQuestNodeType,SetGlobalVariable,732,479,35,18,14,1278,ANCQ23_P_SetGlobalVariable_ANCQ23_AtasStash,GameLite/GameData/QuestNodePrototypes/ANCQ23_P.cfg
EQuestNodeType,SaveGame,785,302,9,0,0,1096,ANCQ01_SaveGame,GameLite/GameData/QuestNodePrototypes/ANCQ01.cfg
EQuestNodeType,ItemAdd,815,178,53,32,12,1090,ANCQ01_ItemAdd_VadaHvorostPDA,GameLite/GameData/QuestNodePrototypes/ANCQ01.cfg
EQuestNodeType,PlaySound,636,399,0,0,0,1035,ANCQ14_PlaySound,GameLite/GameData/QuestNodePrototypes/ANCQ14.cfg
