Source,File,NodeSID,QuestSID,NodeType,ConditionType,EventType,TargetQuestGuid,TargetLairPlaceholder,FactionWarPlaceholder,Faction,PresetName,Activate,ForceDespawn,ConnectionCount,TargetResolvedIn,TargetLevelName,AllOtherFields
Base,GameLite/GameData/QuestNodePrototypes/E11_MQ01.cfg,E11_MQ01_ToggleLairActivity_Bandits,E11_MQ01,ToggleLairActivity,,,6E8735524DE5856A3FAEB2B9AE53B2FA,,,,,false,true,1,GameLite/GameData/SpawnActorPrototypes/WorldMap_WP/6E8735524DE5856A3FAEB2B9AE53B2FA.cfg,WorldMap_WP,NodePrototypeVersion=1
Base,GameLite/GameData/QuestNodePrototypes/E11_MQ01.cfg,E11_MQ01_ToggleLairActivity_NeutralsInTheTunnel,E11_MQ01,ToggleLairActivity,,,3B03C50E4A23458179168C9A7CAAED03,,,,,false,true,1,GameLite/GameData/SpawnActorPrototypes/WorldMap_WP/3B03C50E4A23458179168C9A7CAAED03.cfg,WorldMap_WP,NodePrototypeVersion=1
Base,GameLite/GameData/QuestNodePrototypes/E11_MQ01.cfg,E11_MQ01_ToggleLairActivity_NeutralsInTheTunnel_1,E11_MQ01,ToggleLairActivity,,,3B03C50E4A23458179168C9A7CAAED03,,,,,false,true,1,GameLite/GameData/SpawnActorPrototypes/WorldMap_WP/3B03C50E4A23458179168C9A7CAAED03.cfg,WorldMap_WP,NodePrototypeVersion=1
Base,GameLite/GameData/QuestNodePrototypes/E11_MQ02.cfg,E11_MQ02_ToggleLairActivity,E11_MQ02,ToggleLairActivity,,,6420C9BA4A61CAC3139E609C0667E78C,,,,,false,true,1,GameLite/GameData/SpawnActorPrototypes/WorldMap_WP/6420C9BA4A61CAC3139E609C0667E78C.cfg,WorldMap_WP,NodePrototypeVersion=1
Base,GameLite/GameData/QuestNodePrototypes/E11_MQ02.cfg,E11_MQ02_ToggleLairActivity_1,E11_MQ02,ToggleLairActivity,,,A31A4C3D46392F0B51945286B2BB40CE,,,,,false,true,1,GameLite/GameData/SpawnActorPrototypes/WorldMap_WP/A31A4C3D46392F0B51945286B2BB40CE.cfg,WorldMap_WP,NodePrototypeVersion=1
Base,GameLite/GameData/QuestNodePrototypes/E11_MQ02.cfg,E11_MQ02_ToggleLairActivity_2,E11_MQ02,ToggleLairActivity,,,142664564FDF9A49B44AECAFDEEFDACF,,,,,false,true,1,GameLite/GameData/SpawnActorPrototypes/WorldMap_WP/142664564FDF9A49B44AECAFDEEFDACF.cfg,WorldMap_WP,NodePrototypeVersion=1
Base,GameLite/GameData/QuestNodePrototypes/E11_MQ02.cfg,E11_MQ02_ToggleLairActivity_3,E11_MQ02,ToggleLairActivity,,,6420C9BA4A61CAC3139E609C0667E78C,,,,,true,false,2,GameLite/GameData/SpawnActorPrototypes/WorldMap_WP/6420C9BA4A61CAC3139E609C0667E78C.cfg,WorldMap_WP,NodePrototypeVersion=1
Base,GameLite/GameData/QuestNodePrototypes/E11_MQ02.cfg,E11_MQ02_ToggleLairActivity_4,E11_MQ02,ToggleLairActivity,,,A31A4C3D46392F0B51945286B2BB40CE,,,,,true,false,2,GameLite/GameData/SpawnActorPrototypes/WorldMap_WP/A31A4C3D46392F0B51945286B2BB40CE.cfg,WorldMap_WP,NodePrototypeVersion=1
Base,GameLite/GameData/QuestNodePrototypes/E11_MQ02.cfg,E11_MQ02_ToggleLairActivity_5,E11_MQ02,ToggleLairActivity,,,142664564FDF9A49B44AECAFDEEFDACF,,,,,true,false,2,GameLite/GameData/SpawnActorPrototypes/WorldMap_WP/142664564FDF9A49B44AECAFDEEFDACF.cfg,WorldMap_WP,NodePrototypeVersion=1
Base,GameLite/GameData/QuestNodePrototypes/E11_MQ02.cfg,E11_MQ02_ToggleLairActivity_6,E11_MQ02,ToggleLairActivity,,,B5B3F0EB433D0ECBCACFE4805F169AF7,,,,,false,true,1,GameLite/GameData/SpawnActorPrototypes/WorldMap_WP/B5B3F0EB433D0ECBCACFE4805F169AF7.cfg,WorldMap_WP,NodePrototypeVersion=1
Base,GameLite/GameData/QuestNodePrototypes/E11_MQ02.cfg,E11_MQ02_ToggleLairActivity_7,E11_MQ02,ToggleLairActivity,,,B5B3F0EB433D0ECBCACFE4805F169AF7,,,,,true,false,0,GameLite/GameData/SpawnActorPrototypes/WorldMap_WP/B5B3F0EB433D0ECBCACFE4805F169AF7.cfg,WorldMap_WP,NodePrototypeVersion=1;Launchers=
Base,GameLite/GameData/QuestNodePrototypes/E11_MQ02.cfg,E11_MQ02_ToggleLairActivity_Rats,E11_MQ02,ToggleLairActivity,,,6420C9BA4A61CAC3139E609C0667E78C,,,,,false,true,1,GameLite/GameData/SpawnActorPrototypes/WorldMap_WP/6420C9BA4A61CAC3139E609C0667E78C.cfg,WorldMap_WP,NodePrototypeVersion=1
Base,GameLite/GameData/QuestNodePrototypes/E11_MQ02.cfg,E11_MQ02_ToggleLairActivity_Rats_1,E11_MQ02,ToggleLairActivity,,,6420C9BA4A61CAC3139E609C0667E78C,,,,,true,false,1,GameLite/GameData/SpawnActorPrototypes/WorldMap_WP/6420C9BA4A61CAC3139E609C0667E78C.cfg,WorldMap_WP,NodePrototypeVersion=1
Base,GameLite/GameData/QuestNodePrototypes/E11_MQ04.cfg,E11_MQ04_ToggleLairActivity,E11_MQ04,ToggleLairActivity,,,FF89FD2247597903F88A18ACF9B1F2A7,,,,,false,true,1,GameLite/GameData/SpawnActorPrototypes/WorldMap_WP/FF89FD2247597903F88A18ACF9B1F2A7.cfg,WorldMap_WP,NodePrototypeVersion=1
Base,GameLite/GameData/QuestNodePrototypes/E11_MQ04.cfg,E11_MQ04_ToggleLairActivity_1,E11_MQ04,ToggleLairActivity,,,2591190940E5F69D486BBA847A70E174,,,,,false,true,1,GameLite/GameData/SpawnActorPrototypes/WorldMap_WP/2591190940E5F69D486BBA847A70E174.cfg,WorldMap_WP,NodePrototypeVersion=1
Base,GameLite/GameData/QuestNodePrototypes/E11_MQ04.cfg,E11_MQ04_ToggleLairActivity_10,E11_MQ04,ToggleLairActivity,,,D99C208343B1DD8FFE1890A2BB09D49A,,,,,true,false,1,GameLite/GameData/SpawnActorPrototypes/WorldMap_WP/D99C208343B1DD8FFE1890A2BB09D49A.cfg,WorldMap_WP,NodePrototypeVersion=1
Base,GameLite/GameData/QuestNodePrototypes/E11_MQ04.cfg,E11_MQ04_ToggleLairActivity_11,E11_MQ04,ToggleLairActivity,,,5E56F1594C1BC31FFBFA8B9F1275CBA6,,,,,true,false,1,GameLite/GameData/SpawnActorPrototypes/WorldMap_WP/5E56F1594C1BC31FFBFA8B9F1275CBA6.cfg,WorldMap_WP,NodePrototypeVersion=1
Base,GameLite/GameData/QuestNodePrototypes/E11_MQ04.cfg,E11_MQ04_ToggleLairActivity_2,E11_MQ04,ToggleLairActivity,,,E547E7F04AB63D737C2AC2B3A321396F,,,,,false,true,1,GameLite/GameData/SpawnActorPrototypes/WorldMap_WP/E547E7F04AB63D737C2AC2B3A321396F.cfg,WorldMap_WP,NodePrototypeVersion=1
Base,GameLite/GameData/QuestNodePrototypes/E11_MQ04.cfg,E11_MQ04_ToggleLairActivity_3,E11_MQ04,ToggleLairActivity,,,68CDD5A04042043E33342A87282E1D22,,,,,false,true,1,GameLite/GameData/SpawnActorPrototypes/WorldMap_WP/68CDD5A04042043E33342A87282E1D22.cfg,WorldMap_WP,NodePrototypeVersion=1
Base,GameLite/GameData/QuestNodePrototypes/E11_MQ04.cfg,E11_MQ04_ToggleLairActivity_4,E11_MQ04,ToggleLairActivity,,,D99C208343B1DD8FFE1890A2BB09D49A,,,,,false,true,1,GameLite/GameData/SpawnActorPrototypes/WorldMap_WP/D99C208343B1DD8FFE1890A2BB09D49A.cfg,WorldMap_WP,NodePrototypeVersion=1
Base,GameLite/GameData/QuestNodePrototypes/E11_MQ04.cfg,E11_MQ04_ToggleLairActivity_5,E11_MQ04,ToggleLairActivity,,,FF89FD2247597903F88A18ACF9B1F2A7,,,,,true,false,1,GameLite/GameData/SpawnActorPrototypes/WorldMap_WP/FF89FD2247597903F88A18ACF9B1F2A7.cfg,WorldMap_WP,NodePrototypeVersion=1
Base,GameLite/GameData/QuestNodePrototypes/E11_MQ04.cfg,E11_MQ04_ToggleLairActivity_6,E11_MQ04,ToggleLairActivity,,,5E56F1594C1BC31FFBFA8B9F1275CBA6,,,,,false,true,1,GameLite/GameData/SpawnActorPrototypes/WorldMap_WP/5E56F1594C1BC31FFBFA8B9F1275CBA6.cfg,WorldMap_WP,NodePrototypeVersion=1
Base,GameLite/GameData/QuestNodePrototypes/E11_MQ04.cfg,E11_MQ04_ToggleLairActivity_7,E11_MQ04,ToggleLairActivity,,,2591190940E5F69D486BBA847A70E174,,,,,true,false,1,GameLite/GameData/SpawnActorPrototypes/WorldMap_WP/2591190940E5F69D486BBA847A70E174.cfg,WorldMap_WP,NodePrototypeVersion=1
Base,GameLite/GameData/QuestNodePrototypes/E11_MQ04.cfg,E11_MQ04_ToggleLairActivity_8,E11_MQ04,ToggleLairActivity,,,E547E7F04AB63D737C2AC2B3A321396F,,,,,true,false,1,GameLite/GameData/SpawnActorPrototypes/WorldMap_WP/E547E7F04AB63D737C2AC2B3A321396F.cfg,WorldMap_WP,NodePrototypeVersion=1
Base,GameLite/GameData/QuestNodePrototypes/E11_MQ04.cfg,E11_MQ04_ToggleLairActivity_9,E11_MQ04,ToggleLairActivity,,,68CDD5A04042043E33342A87282E1D22,,,,,true,false,1,GameLite/GameData/SpawnActorPrototypes/WorldMap_WP/68CDD5A04042043E33342A87282E1D22.cfg,WorldMap_WP,NodePrototypeVersion=1
Base,GameLite/GameData/QuestNodePrototypes/E12_MQ01.cfg,E12_MQ01_ToggleLairActivity_Snorks_cave_Activate,E12_MQ01,ToggleLairActivity,,,77230EE34D9F2B20975158BA9D18E531,,,,,true,false,1,GameLite/GameData/SpawnActorPrototypes/WorldMap_WP/77230EE34D9F2B20975158BA9D18E531.cfg,WorldMap_WP,NodePrototypeVersion=1
Base,GameLite/GameData/QuestNodePrototypes/E12_MQ01.cfg,E12_MQ01_ToggleLairActivity_Snorks_cave_ForceDespawn,E12_MQ01,ToggleLairActivity,,,77230EE34D9F2B20975158BA9D18E531,,,,,false,true,1,GameLite/GameData/SpawnActorPrototypes/WorldMap_WP/77230EE34D9F2B20975158BA9D18E531.cfg,WorldMap_WP,NodePrototypeVersion=1
Base,GameLite/GameData/QuestNodePrototypes/E12_MQ01_P.cfg,E12_MQ01_P_ToggleLairActivity_BunkerIskra_Activate,E12_MQ01_P,ToggleLairActivity,,,465126B7464A93A7F8C544A637EB3A2C,,,,,true,false,1,GameLite/GameData/SpawnActorPrototypes/WorldMap_WP/465126B7464A93A7F8C544A637EB3A2C.cfg,WorldMap_WP,NodePrototypeVersion=1
Base,GameLite/GameData/QuestNodePrototypes/E12_MQ01_P.cfg,E12_MQ01_P_ToggleLairActivity_BunkerIskra_Despawn,E12_MQ01_P,ToggleLairActivity,,,465126B7464A93A7F8C544A637EB3A2C,,,,,false,true,1,GameLite/GameData/SpawnActorPrototypes/WorldMap_WP/465126B7464A93A7F8C544A637EB3A2C.cfg,WorldMap_WP,NodePrototypeVersion=1
Base,GameLite/GameData/QuestNodePrototypes/E12_MQ01_P.cfg,E12_MQ01_P_ToggleLairActivity_MostNaLimansk_Activate,E12_MQ01_P,ToggleLairActivity,,,8539C3934101F02F8803BD984173C4AA,,,,,true,false,1,GameLite/GameData/SpawnActorPrototypes/WorldMap_WP/8539C3934101F02F8803BD984173C4AA.cfg,WorldMap_WP,NodePrototypeVersion=1
Base,GameLite/GameData/QuestNodePrototypes/E12_MQ01_P.cfg,E12_MQ01_P_ToggleLairActivity_MostNaLimansk_Despawn,E12_MQ01_P,ToggleLairActivity,,,8539C3934101F02F8803BD984173C4AA,,,,,false,true,1,GameLite/GameData/SpawnActorPrototypes/WorldMap_WP/8539C3934101F02F8803BD984173C4AA.cfg,WorldMap_WP,NodePrototypeVersion=1
Base,GameLite/GameData/QuestNodePrototypes/E12_MQ01_P.cfg,E12_MQ01_P_ToggleLairActivity_TunnelToLimansk_Activate,E12_MQ01_P,ToggleLairActivity,,,50D0916046BF34FBA633F28DAF5CD720,,,,,true,false,1,GameLite/GameData/SpawnActorPrototypes/WorldMap_WP/50D0916046BF34FBA633F28DAF5CD720.cfg,WorldMap_WP,NodePrototypeVersion=1
Base,GameLite/GameData/QuestNodePrototypes/E12_MQ01_P.cfg,E12_MQ01_P_ToggleLairActivity_TunnelToLimansk_Despawn,E12_MQ01_P,ToggleLairActivity,,,50D0916046BF34FBA633F28DAF5CD720,,,,,false,true,1,GameLite/GameData/SpawnActorPrototypes/WorldMap_WP/50D0916046BF34FBA633F28DAF5CD720.cfg,WorldMap_WP,NodePrototypeVersion=1
Base,GameLite/GameData/QuestNodePrototypes/E14_MQ02.cfg,E14_MQ02_ToggleLairActivity_Rats,E14_MQ02,ToggleLairActivity,,,A2C84D1C42168280627D57B49D36F37B,,,,,false,true,1,GameLite/GameData/SpawnActorPrototypes/WorldMap_WP/A2C84D1C42168280627D57B49D36F37B.cfg,WorldMap_WP,NodePrototypeVersion=1
Base,GameLite/GameData/QuestNodePrototypes/E14_MQ02_C01.cfg,E14_MQ02_C01_ToggleLairActivity_LairController,E14_MQ02_C01,ToggleLairActivity,,,FA82E53D4EBF62A6BEAA319530E4D758,,,,,false,true,1,GameLite/GameData/SpawnActorPrototypes/WorldMap_WP/FA82E53D4EBF62A6BEAA319530E4D758.cfg,WorldMap_WP,NodePrototypeVersion=1
Base,GameLite/GameData/QuestNodePrototypes/E14_MQ02_C01.cfg,E14_MQ02_C01_ToggleLairActivity_Pseudodogs,E14_MQ02_C01,ToggleLairActivity,,,44CB90874F04A85283A0F88DC0B7AEB4,,,,,false,true,1,GameLite/GameData/SpawnActorPrototypes/WorldMap_WP/44CB90874F04A85283A0F88DC0B7AEB4.cfg,WorldMap_WP,NodePrototypeVersion=1
Base,GameLite/GameData/QuestNodePrototypes/E14_MQ02_C01.cfg,E14_MQ02_C01_ToggleLairActivity_ZombieLair,E14_MQ02_C01,ToggleLairActivity,,,1B0002C64B8FFB23B28438B43E061BE1,,,,,false,true,1,,,NodePrototypeVersion=1
Base,GameLite/GameData/QuestNodePrototypes/E14_MQ02_C02.cfg,E14_MQ02_C02_ToggleLairActivity_DisableBloodsuckerLair,E14_MQ02_C02,ToggleLairActivity,,,3EC4A61444B4D728C7D0428B3ECD80C7,,,,,false,true,1,GameLite/GameData/SpawnActorPrototypes/WorldMap_WP/3EC4A61444B4D728C7D0428B3ECD80C7.cfg,WorldMap_WP,NodePrototypeVersion=1
Base,GameLite/GameData/QuestNodePrototypes/E15_MQ02.cfg,E15_MQ02_ToggleLairActivity_DeerLair,E15_MQ02,ToggleLairActivity,,,BCDDB24043994559606DB8A41F1B4E51,,,,,false,false,1,GameLite/GameData/SpawnActorPrototypes/WorldMap_WP/BCDDB24043994559606DB8A41F1B4E51.cfg,WorldMap_WP,NodePrototypeVersion=1
Base,GameLite/GameData/QuestNodePrototypes/E15_MQ02.cfg,E15_MQ02_ToggleLairActivity_WildField,E15_MQ02,ToggleLairActivity,,,F5FD0FB844861C72B29A44A4740839AD,,,,,false,false,1,GameLite/GameData/SpawnActorPrototypes/WorldMap_WP/F5FD0FB844861C72B29A44A4740839AD.cfg,WorldMap_WP,NodePrototypeVersion=1
Base,GameLite/GameData/QuestNodePrototypes/EQ04.cfg,EQ04_ToggleLairActivity,EQ04,ToggleLairActivity,,,9555BF804C0CEC396FDC688C4730F34A,,,,,false,true,1,GameLite/GameData/SpawnActorPrototypes/WorldMap_WP/9555BF804C0CEC396FDC688C4730F34A.cfg,WorldMap_WP,NodePrototypeVersion=1
Base,GameLite/GameData/QuestNodePrototypes/EQ04_P.cfg,EQ04_P_ToggleLairActivity,EQ04_P,ToggleLairActivity,,,9555BF804C0CEC396FDC688C4730F34A,,,,,true,false,2,GameLite/GameData/SpawnActorPrototypes/WorldMap_WP/9555BF804C0CEC396FDC688C4730F34A.cfg,WorldMap_WP,
Base,GameLite/GameData/QuestNodePrototypes/EQ101_P.cfg,EQ101_P_ToggleLairActivity_Zombie_Off,EQ101_P,ToggleLairActivity,,,16120C2F48FEBE78BAC1FD8E8B63AE11,,,,,false,true,1,GameLite/GameData/SpawnActorPrototypes/WorldMap_WP/16120C2F48FEBE78BAC1FD8E8B63AE11.cfg,WorldMap_WP,NodePrototypeVersion=1
Base,GameLite/GameData/QuestNodePrototypes/EQ101_P.cfg,EQ101_P_ToggleLairActivity_Zombie_On,EQ101_P,ToggleLairActivity,,,16120C2F48FEBE78BAC1FD8E8B63AE11,,,,,true,false,1,GameLite/GameData/SpawnActorPrototypes/WorldMap_WP/16120C2F48FEBE78BAC1FD8E8B63AE11.cfg,WorldMap_WP,NodePrototypeVersion=1
Base,GameLite/GameData/QuestNodePrototypes/EQ109.cfg,EQ109_ToggleLairActivity_First,EQ109,ToggleLairActivity,,,C9A7D0A2419B92AB0129ACAD57BEF509,,,,,false,true,1,GameLite/GameData/SpawnActorPrototypes/WorldMap_WP/C9A7D0A2419B92AB0129ACAD57BEF509.cfg,WorldMap_WP,NodePrototypeVersion=1
Base,GameLite/GameData/QuestNodePrototypes/EQ109.cfg,EQ109_ToggleLairActivity_Second,EQ109,ToggleLairActivity,,,CFBB5D4C4F29D322C346E3BE2F2DDB40,,,,,false,true,1,GameLite/GameData/SpawnActorPrototypes/WorldMap_WP/CFBB5D4C4F29D322C346E3BE2F2DDB40.cfg,WorldMap_WP,NodePrototypeVersion=1
Base,GameLite/GameData/QuestNodePrototypes/EQ109_P.cfg,EQ109_P_ProtectLairNPCSquadItem_BP_DeadBody_EQ109_MarikTopot,EQ109_P,ProtectLairNPCSquadItem,,,CA09E8F74645BA08927332971CC26295,,,,,,,1,GameLite/GameData/SpawnActorPrototypes/WorldMap_WP/EQ109_LogicLevel_WP/CA09E8F74645BA08927332971CC26295.cfg,WorldMap_WP/EQ109_LogicLevel_WP,NodePrototypeVersion=1
Base,GameLite/GameData/QuestNodePrototypes/EQ109_P.cfg,EQ109_P_ProtectLairNPCSquadItem_BP_Stash_EQ109_MarikTopot,EQ109_P,ProtectLairNPCSquadItem,,,974076044BFEEB014D72229C78D4530E,,,,,,,1,GameLite/GameData/SpawnActorPrototypes/WorldMap_WP/EQ109_LogicLevel_WP/974076044BFEEB014D72229C78D4530E.cfg,WorldMap_WP/EQ109_LogicLevel_WP,NodePrototypeVersion=1
Base,GameLite/GameData/QuestNodePrototypes/EQ109_P.cfg,EQ109_P_ToggleLairActivity_First,EQ109_P,ToggleLairActivity,,,CFBB5D4C4F29D322C346E3BE2F2DDB40,,,,,true,false,1,GameLite/GameData/SpawnActorPrototypes/WorldMap_WP/CFBB5D4C4F29D322C346E3BE2F2DDB40.cfg,WorldMap_WP,NodePrototypeVersion=1
Base,GameLite/GameData/QuestNodePrototypes/EQ109_P.cfg,EQ109_P_ToggleLairActivity_Second,EQ109_P,ToggleLairActivity,,,C9A7D0A2419B92AB0129ACAD57BEF509,,,,,true,false,1,GameLite/GameData/SpawnActorPrototypes/WorldMap_WP/C9A7D0A2419B92AB0129ACAD57BEF509.cfg,WorldMap_WP,NodePrototypeVersion=1
Base,GameLite/GameData/QuestNodePrototypes/EQ110.cfg,EQ110_ProtectLairNPCSquadItem_BP_DeadBody_EQ110_DeadDoka,EQ110,ProtectLairNPCSquadItem,,,2711E93E4E5D11CDB24B4EA71D67A36C,,,,,,,1,GameLite/GameData/SpawnActorPrototypes/WorldMap_WP/EQ110_LogicLevel_WP/2711E93E4E5D11CDB24B4EA71D67A36C.cfg,WorldMap_WP/EQ110_LogicLevel_WP,
Base,GameLite/GameData/QuestNodePrototypes/EQ110.cfg,EQ110_ToggleLairActivity,EQ110,ToggleLairActivity,,,3A4BC3944203AD2485F576B8AAB3FAB0,,,,,false,true,1,GameLite/GameData/SpawnActorPrototypes/WorldMap_WP/3A4BC3944203AD2485F576B8AAB3FAB0.cfg,WorldMap_WP,
Base,GameLite/GameData/QuestNodePrototypes/EQ110_P.cfg,EQ110_P_ToggleLairActivity,EQ110_P,ToggleLairActivity,,,3A4BC3944203AD2485F576B8AAB3FAB0,,,,,true,false,2,GameLite/GameData/SpawnActorPrototypes/WorldMap_WP/3A4BC3944203AD2485F576B8AAB3FAB0.cfg,WorldMap_WP,NodePrototypeVersion=1
Base,GameLite/GameData/QuestNodePrototypes/EQ110_P.cfg,EQ110_P_ToggleLairActivity_1,EQ110_P,ToggleLairActivity,,,3A4BC3944203AD2485F576B8AAB3FAB0,,,,,true,false,0,GameLite/GameData/SpawnActorPrototypes/WorldMap_WP/3A4BC3944203AD2485F576B8AAB3FAB0.cfg,WorldMap_WP,NodePrototypeVersion=1;Launchers=
Base,GameLite/GameData/QuestNodePrototypes/EQ110_P.cfg,EQ110_P_ToggleLairActivity_STD127390,EQ110_P,ToggleLairActivity,,,3A4BC3944203AD2485F576B8AAB3FAB0,,,,,false,true,2,GameLite/GameData/SpawnActorPrototypes/WorldMap_WP/3A4BC3944203AD2485F576B8AAB3FAB0.cfg,WorldMap_WP,NodePrototypeVersion=2
Base,GameLite/GameData/QuestNodePrototypes/EQ111.cfg,EQ111_ToggleLairActivity,EQ111,ToggleLairActivity,,,A26A8218491E75B2C804928DE80854FE,,,,,false,true,1,,,NodePrototypeVersion=1
Base,GameLite/GameData/QuestNodePrototypes/EQ111_P.cfg,EQ111_P_ToggleLairActivity,EQ111_P,ToggleLairActivity,,,A26A8218491E75B2C804928DE80854FE,,,,,true,false,1,,,NodePrototypeVersion=1
Base,GameLite/GameData/QuestNodePrototypes/EQ11_P.cfg,EQ11_P_ToggleLairActivity,EQ11_P,ToggleLairActivity,,,09D3CC394214DCD41E8648A3E9A5E542,,,,,false,true,3,GameLite/GameData/SpawnActorPrototypes/WorldMap_WP/09D3CC394214DCD41E8648A3E9A5E542.cfg,WorldMap_WP,NodePrototypeVersion=1
Base,GameLite/GameData/QuestNodePrototypes/EQ11_P.cfg,EQ11_P_ToggleLairActivity_1,EQ11_P,ToggleLairActivity,,,09D3CC394214DCD41E8648A3E9A5E542,,,,,true,false,2,GameLite/GameData/SpawnActorPrototypes/WorldMap_WP/09D3CC394214DCD41E8648A3E9A5E542.cfg,WorldMap_WP,NodePrototypeVersion=1
Base,GameLite/GameData/QuestNodePrototypes/EQ139_P.cfg,EQ139_P_ToggleLairActivity,EQ139_P,ToggleLairActivity,,,32D7BFB24677D1848122EBB263D45113,,,,,false,true,2,GameLite/GameData/SpawnActorPrototypes/WorldMap_WP/32D7BFB24677D1848122EBB263D45113.cfg,WorldMap_WP,NodePrototypeVersion=1
Base,GameLite/GameData/QuestNodePrototypes/EQ139_P.cfg,EQ139_P_ToggleLairActivity_1,EQ139_P,ToggleLairActivity,,,32D7BFB24677D1848122EBB263D45113,,,,,true,false,1,GameLite/GameData/SpawnActorPrototypes/WorldMap_WP/32D7BFB24677D1848122EBB263D45113.cfg,WorldMap_WP,NodePrototypeVersion=1
Base,GameLite/GameData/QuestNodePrototypes/EQ13_P.cfg,EQ13_P_ToggleLairActivity,EQ13_P,ToggleLairActivity,,,09D3CC394214DCD41E8648A3E9A5E542,,,,,false,true,3,GameLite/GameData/SpawnActorPrototypes/WorldMap_WP/09D3CC394214DCD41E8648A3E9A5E542.cfg,WorldMap_WP,NodePrototypeVersion=1
Base,GameLite/GameData/QuestNodePrototypes/EQ13_P.cfg,EQ13_P_ToggleLairActivity_1,EQ13_P,ToggleLairActivity,,,09D3CC394214DCD41E8648A3E9A5E542,,,,,true,false,2,GameLite/GameData/SpawnActorPrototypes/WorldMap_WP/09D3CC394214DCD41E8648A3E9A5E542.cfg,WorldMap_WP,NodePrototypeVersion=1
Base,GameLite/GameData/QuestNodePrototypes/EQ13_P.cfg,EQ13_P_ToggleLairActivity_Off,EQ13_P,ToggleLairActivity,,,09D3CC394214DCD41E8648A3E9A5E542,,,,,false,true,1,GameLite/GameData/SpawnActorPrototypes/WorldMap_WP/09D3CC394214DCD41E8648A3E9A5E542.cfg,WorldMap_WP,NodePrototypeVersion=1
Base,GameLite/GameData/QuestNodePrototypes/EQ13_P.cfg,EQ13_P_ToggleLairActivity_On,EQ13_P,ToggleLairActivity,,,09D3CC394214DCD41E8648A3E9A5E542,,,,,true,false,5,GameLite/GameData/SpawnActorPrototypes/WorldMap_WP/09D3CC394214DCD41E8648A3E9A5E542.cfg,WorldMap_WP,NodePrototypeVersion=1
Base,GameLite/GameData/QuestNodePrototypes/EQ13_P.cfg,EQ13_P_ToggleLairActivity_On_1,EQ13_P,ToggleLairActivity,,,09D3CC394214DCD41E8648A3E9A5E542,,,,,true,false,5,GameLite/GameData/SpawnActorPrototypes/WorldMap_WP/09D3CC394214DCD41E8648A3E9A5E542.cfg,WorldMap_WP,NodePrototypeVersion=1
Base,GameLite/GameData/QuestNodePrototypes/EQ140.cfg,EQ140_ToggleLairActivity,EQ140,ToggleLairActivity,,,799331034E677F417D54868E893D6356,,,,,false,true,1,,,NodePrototypeVersion=1
Base,GameLite/GameData/QuestNodePrototypes/EQ140_P.cfg,EQ140_P_ToggleLairActivity,EQ140_P,ToggleLairActivity,,,799331034E677F417D54868E893D6356,,,,,true,false,1,,,
Base,GameLite/GameData/QuestNodePrototypes/EQ141.cfg,EQ141_ToggleLairActivity,EQ141,ToggleLairActivity,,,B22359424F979E4504018AB076F5D14F,,,,,false,true,1,GameLite/GameData/SpawnActorPrototypes/WorldMap_WP/B22359424F979E4504018AB076F5D14F.cfg,WorldMap_WP,NodePrototypeVersion=1
Base,GameLite/GameData/QuestNodePrototypes/EQ141_P.cfg,EQ141_P_ToggleLairActivity,EQ141_P,ToggleLairActivity,,,B22359424F979E4504018AB076F5D14F,,,,,true,false,2,GameLite/GameData/SpawnActorPrototypes/WorldMap_WP/B22359424F979E4504018AB076F5D14F.cfg,WorldMap_WP,
Base,GameLite/GameData/QuestNodePrototypes/EQ143.cfg,EQ143_ProtectBody_DeadBody_Kolumb,EQ143,ProtectLairNPCSquadItem,,,87AF4E85451B8FE4395E759FDFE73C42,,,,,,,1,GameLite/GameData/SpawnActorPrototypes/WorldMap_WP/EQ143_LogicLevel_WIP/87AF4E85451B8FE4395E759FDFE73C42.cfg,WorldMap_WP/EQ143_LogicLevel_WIP,NodePrototypeVersion=1
Base,GameLite/GameData/QuestNodePrototypes/EQ143_P.cfg,EQ143_P_ProtectStash_RybakinStash,EQ143_P,ProtectLairNPCSquadItem,,,A7A8DD964A1D0028789A42A59914EE65,,,,,,,1,GameLite/GameData/SpawnActorPrototypes/WorldMap_WP/EQ143_LogicLevel_WIP/A7A8DD964A1D0028789A42A59914EE65.cfg,WorldMap_WP/EQ143_LogicLevel_WIP,NodePrototypeVersion=1
Base,GameLite/GameData/QuestNodePrototypes/EQ144_P.cfg,EQ144_P_ToggleLairActivity,EQ144_P,ToggleLairActivity,,,49639C704C91CD5B81839287C20DC640,,,,,false,true,2,,,NodePrototypeVersion=1
Base,GameLite/GameData/QuestNodePrototypes/EQ144_P.cfg,EQ144_P_ToggleLairActivity_1,EQ144_P,ToggleLairActivity,,,49639C704C91CD5B81839287C20DC640,,,,,true,false,1,,,NodePrototypeVersion=1
Base,GameLite/GameData/QuestNodePrototypes/EQ145.cfg,EQ145_ProtectLairNPCSquadItem_BP_DeadBody_EQ145_KostyaKonus,EQ145,ProtectLairNPCSquadItem,,,464B80EA4E393DAF6DEC8B8563A4D8B0,,,,,,,1,GameLite/GameData/SpawnActorPrototypes/WorldMap_WP/EQ145_LogicLevel_WP/464B80EA4E393DAF6DEC8B8563A4D8B0.cfg,WorldMap_WP/EQ145_LogicLevel_WP,NodePrototypeVersion=1
