Source,File,Representation,FactionA,FactionB,Operator,Value,Notes
base,GameLite/GameData/RelationPrototypes.cfg,struct,Varta,Duty,<->,201,
base,GameLite/GameData/RelationPrototypes.cfg,struct,Neutrals,Duty,<->,0,
base,GameLite/GameData/RelationPrototypes.cfg,struct,Militaries,Duty,<->,0,
base,GameLite/GameData/RelationPrototypes.cfg,struct,Noon,Duty,<->,-599,
base,GameLite/GameData/RelationPrototypes.cfg,struct,Scientists,Duty,<->,201,
base,GameLite/GameData/RelationPrototypes.cfg,struct,Mercenaries,Duty,<->,-799,
base,GameLite/GameData/RelationPrototypes.cfg,struct,Spark,Duty,<->,0,
base,GameLite/GameData/RelationPrototypes.cfg,struct,Corpus,Duty,<->,201,
base,GameLite/GameData/RelationPrototypes.cfg,struct,NeutralBandits,Duty,<->,-800,
base,GameLite/GameData/RelationPrototypes.cfg,struct,RooseveltBandits,Duty,<->,0,
base,GameLite/GameData/RelationPrototypes.cfg,struct,ShahBandits,Duty,<->,-800,
base,GameLite/GameData/RelationPrototypes.cfg,struct,DocentBandits,Duty,<->,-800,
base,GameLite/GameData/RelationPrototypes.cfg,struct,SultanBandits,Duty,<->,-800,
base,GameLite/GameData/RelationPrototypes.cfg,struct,VartaSIRCAA,Duty,<->,0,
base,GameLite/GameData/RelationPrototypes.cfg,struct,Freedom,Freedom,<->,600,
base,GameLite/GameData/RelationPrototypes.cfg,struct,Varta,Freedom,<->,0,
base,GameLite/GameData/RelationPrototypes.cfg,struct,Neutrals,Freedom,<->,0,
base,GameLite/GameData/RelationPrototypes.cfg,struct,Militaries,Freedom,<->,-799,
base,GameLite/GameData/RelationPrototypes.cfg,struct,Noon,Freedom,<->,-599,
base,GameLite/GameData/RelationPrototypes.cfg,struct,Scientists,Freedom,<->,0,
base,GameLite/GameData/RelationPrototypes.cfg,struct,Mercenaries,Freedom,<->,-599,
base,GameLite/GameData/RelationPrototypes.cfg,struct,Spark,Freedom,<->,0,
base,GameLite/GameData/RelationPrototypes.cfg,struct,Corpus,Freedom,<->,0,
base,GameLite/GameData/RelationPrototypes.cfg,struct,NeutralBandits,Freedom,<->,0,
base,GameLite/GameData/RelationPrototypes.cfg,struct,RooseveltBandits,Freedom,<->,0,
base,GameLite/GameData/RelationPrototypes.cfg,struct,ShahBandits,Freedom,<->,201,
base,GameLite/GameData/RelationPrototypes.cfg,struct,DocentBandits,Freedom,<->,0,
base,GameLite/GameData/RelationPrototypes.cfg,struct,SultanBandits,Freedom,<->,0,
base,GameLite/GameData/RelationPrototypes.cfg,struct,VartaSIRCAA,Freedom,<->,0,
base,GameLite/GameData/RelationPrototypes.cfg,struct,Varta,Varta,<->,600,
base,GameLite/GameData/RelationPrototypes.cfg,struct,Neutrals,Varta,<->,-399,
base,GameLite/GameData/RelationPrototypes.cfg,struct,Militaries,Varta,<->,0,
base,GameLite/GameData/RelationPrototypes.cfg,struct,Noon,Varta,<->,-399,
base,GameLite/GameData/RelationPrototypes.cfg,struct,Scientists,Varta,<->,0,
base,GameLite/GameData/RelationPrototypes.cfg,struct,Mercenaries,Varta,<->,-599,
base,GameLite/GameData/RelationPrototypes.cfg,struct,Spark,Varta,<->,-599,
base,GameLite/GameData/RelationPrototypes.cfg,struct,Corpus,Varta,<->,0,
base,GameLite/GameData/RelationPrototypes.cfg,struct,NeutralBandits,Varta,<->,-799,
base,GameLite/GameData/RelationPrototypes.cfg,struct,RooseveltBandits,Varta,<->,-799,
base,GameLite/GameData/RelationPrototypes.cfg,struct,ShahBandits,Varta,<->,-799,
base,GameLite/GameData/RelationPrototypes.cfg,struct,DocentBandits,Varta,<->,-799,
base,GameLite/GameData/RelationPrototypes.cfg,struct,SultanBandits,Varta,<->,-799,
base,GameLite/GameData/RelationPrototypes.cfg,struct,MALACHITE_Scientist,Varta,<->,0,
base,GameLite/GameData/RelationPrototypes.cfg,struct,VartaSIRCAA,Varta,<->,800,
base,GameLite/GameData/RelationPrototypes.cfg,struct,Neutrals,Neutrals,<->,600,
base,GameLite/GameData/RelationPrototypes.cfg,struct,Militaries,Neutrals,<->,-800,
base,GameLite/GameData/RelationPrototypes.cfg,struct,Noon,Neutrals,<->,-599,
base,GameLite/GameData/RelationPrototypes.cfg,struct,Scientists,Neutrals,<->,0,
base,GameLite/GameData/RelationPrototypes.cfg,struct,Mercenaries,Neutrals,<->,-799,
base,GameLite/GameData/RelationPrototypes.cfg,struct,Spark,Neutrals,<->,0,
base,GameLite/GameData/RelationPrototypes.cfg,struct,Corpus,Neutrals,<->,0,
base,GameLite/GameData/RelationPrototypes.cfg,struct,NeutralBandits,Neutrals,<->,0,
base,GameLite/GameData/RelationPrototypes.cfg,struct,RooseveltBandits,Neutrals,<->,-800,
base,GameLite/GameData/RelationPrototypes.cfg,struct,ShahBandits,Neutrals,<->,-800,
base,GameLite/GameData/RelationPrototypes.cfg,struct,DocentBandits,Neutrals,<->,-800,
base,GameLite/GameData/RelationPrototypes.cfg,struct,SultanBandits,Neutrals,<->,0,
base,GameLite/GameData/RelationPrototypes.cfg,struct,VartaSIRCAA,Neutrals,<->,0,
base,GameLite/GameData/RelationPrototypes.cfg,struct,Militaries,Militaries,<->,600,
base,GameLite/GameData/RelationPrototypes.cfg,struct,Noon,Militaries,<->,-800,
base,GameLite/GameData/RelationPrototypes.cfg,struct,Scientists,Militaries,<->,201,
base,GameLite/GameData/RelationPrototypes.cfg,struct,Mercenaries,Militaries,<->,-800,
base,GameLite/GameData/RelationPrototypes.cfg,struct,Spark,Militaries,<->,-800,
base,GameLite/GameData/RelationPrototypes.cfg,struct,Corpus,Militaries,<->,0,
base,GameLite/GameData/RelationPrototypes.cfg,struct,NeutralBandits,Militaries,<->,-800,
base,GameLite/GameData/RelationPrototypes.cfg,struct,RooseveltBandits,Militaries,<->,-800,
base,GameLite/GameData/RelationPrototypes.cfg,struct,ShahBandits,Militaries,<->,-800,
base,GameLite/GameData/RelationPrototypes.cfg,struct,DocentBandits,Militaries,<->,-800,
base,GameLite/GameData/RelationPrototypes.cfg,struct,SultanBandits,Militaries,<->,-800,
base,GameLite/GameData/RelationPrototypes.cfg,struct,VartaSIRCAA,Militaries,<->,0,
base,GameLite/GameData/RelationPrototypes.cfg,struct,Noon,Noon,<->,600,
base,GameLite/GameData/RelationPrototypes.cfg,struct,Scientists,Noon,<->,0,
base,GameLite/GameData/RelationPrototypes.cfg,struct,Mercenaries,Noon,<->,-799,
base,GameLite/GameData/RelationPrototypes.cfg,struct,Spark,Noon,<->,-599,
base,GameLite/GameData/RelationPrototypes.cfg,struct,Corpus,Noon,<->,-599,
base,GameLite/GameData/RelationPrototypes.cfg,struct,NeutralBandits,Noon,<->,-799,
base,GameLite/GameData/RelationPrototypes.cfg,struct,RooseveltBandits,Noon,<->,-800,
base,GameLite/GameData/RelationPrototypes.cfg,struct,ShahBandits,Noon,<->,-800,
base,GameLite/GameData/RelationPrototypes.cfg,struct,DocentBandits,Noon,<->,-800,
base,GameLite/GameData/RelationPrototypes.cfg,struct,SultanBandits,Noon,<->,-799,
base,GameLite/GameData/RelationPrototypes.cfg,struct,VartaSIRCAA,Noon,<->,0,
base,GameLite/GameData/RelationPrototypes.cfg,struct,Scientists,Scientists,<->,600,
base,GameLite/GameData/RelationPrototypes.cfg,struct,Mercenaries,Scientists,<->,0,
base,GameLite/GameData/RelationPrototypes.cfg,struct,Spark,Scientists,<->,201,
base,GameLite/GameData/RelationPrototypes.cfg,struct,Corpus,Scientists,<->,201,
base,GameLite/GameData/RelationPrototypes.cfg,struct,NeutralBandits,Scientists,<->,-799,
base,GameLite/GameData/RelationPrototypes.cfg,struct,RooseveltBandits,Scientists,<->,-799,
base,GameLite/GameData/RelationPrototypes.cfg,struct,ShahBandits,Scientists,<->,-799,
base,GameLite/GameData/RelationPrototypes.cfg,struct,DocentBandits,Scientists,<->,-799,
base,GameLite/GameData/RelationPrototypes.cfg,struct,SultanBandits,Scientists,<->,-799,
base,GameLite/GameData/RelationPrototypes.cfg,struct,VartaSIRCAA,Scientists,<->,800,
base,GameLite/GameData/RelationPrototypes.cfg,struct,Mercenaries,Mercenaries,<->,600,
base,GameLite/GameData/RelationPrototypes.cfg,struct,Spark,Mercenaries,<->,-799,
base,GameLite/GameData/RelationPrototypes.cfg,struct,Corpus,Mercenaries,<->,-799,
base,GameLite/GameData/RelationPrototypes.cfg,struct,NeutralBandits,Mercenaries,<->,-599,
base,GameLite/GameData/RelationPrototypes.cfg,struct,RooseveltBandits,Mercenaries,<->,-799,
base,GameLite/GameData/RelationPrototypes.cfg,struct,ShahBandits,Mercenaries,<->,-799,
base,GameLite/GameData/RelationPrototypes.cfg,struct,DocentBandits,Mercenaries,<->,-799,
base,GameLite/GameData/RelationPrototypes.cfg,struct,SultanBandits,Mercenaries,<->,-799,
base,GameLite/GameData/RelationPrototypes.cfg,struct,VartaSIRCAA,Mercenaries,<->,0,
base,GameLite/GameData/RelationPrototypes.cfg,struct,Spark,Spark,<->,600,
base,GameLite/GameData/RelationPrototypes.cfg,struct,Corpus,Spark,<->,0,
base,GameLite/GameData/RelationPrototypes.cfg,struct,NeutralBandits,Spark,<->,-799,
base,GameLite/GameData/RelationPrototypes.cfg,struct,RooseveltBandits,Spark,<->,-799,
base,GameLite/GameData/RelationPrototypes.cfg,struct,ShahBandits,Spark,<->,-799,
base,GameLite/GameData/RelationPrototypes.cfg,struct,DocentBandits,Spark,<->,-799,
base,GameLite/GameData/RelationPrototypes.cfg,struct,SultanBandits,Spark,<->,0,
base,GameLite/GameData/RelationPrototypes.cfg,struct,VartaSIRCAA,Spark,<->,-299,
base,GameLite/GameData/RelationPrototypes.cfg,struct,Corpus,Corpus,<->,600,
base,GameLite/GameData/RelationPrototypes.cfg,struct,NeutralBandits,Corpus,<->,-800,
base,GameLite/GameData/RelationPrototypes.cfg,struct,RooseveltBandits,Corpus,<->,-800,
base,GameLite/GameData/RelationPrototypes.cfg,struct,ShahBandits,Corpus,<->,-800,
base,GameLite/GameData/RelationPrototypes.cfg,struct,DocentBandits,Corpus,<->,-800,
base,GameLite/GameData/RelationPrototypes.cfg,struct,SultanBandits,Corpus,<->,-799,
base,GameLite/GameData/RelationPrototypes.cfg,struct,VartaSIRCAA,Corpus,<->,0,
base,GameLite/GameData/RelationPrototypes.cfg,struct,NeutralBandits,NeutralBandits,<->,600,
base,GameLite/GameData/RelationPrototypes.cfg,struct,RooseveltBandits,NeutralBandits,<->,0,
base,GameLite/GameData/RelationPrototypes.cfg,struct,ShahBandits,NeutralBandits,<->,0,
base,GameLite/GameData/RelationPrototypes.cfg,struct,DocentBandits,NeutralBandits,<->,0,
base,GameLite/GameData/RelationPrototypes.cfg,struct,SultanBandits,NeutralBandits,<->,0,
base,GameLite/GameData/RelationPrototypes.cfg,struct,VartaSIRCAA,NeutralBandits,<->,0,
base,GameLite/GameData/RelationPrototypes.cfg,struct,VartaSIRCAA,VaranBandits,<->,-800,
base,GameLite/GameData/RelationPrototypes.cfg,struct,RooseveltBandits,RooseveltBandits,<->,600,
base,GameLite/GameData/RelationPrototypes.cfg,struct,ShahBandits,RooseveltBandits,<->,-800,
base,GameLite/GameData/RelationPrototypes.cfg,struct,DocentBandits,RooseveltBandits,<->,0,
base,GameLite/GameData/RelationPrototypes.cfg,struct,SultanBandits,RooseveltBandits,<->,0,
base,GameLite/GameData/RelationPrototypes.cfg,struct,VartaSIRCAA,RooseveltBandits,<->,-800,
base,GameLite/GameData/RelationPrototypes.cfg,struct,ShahBandits,ShahBandits,<->,600,
base,GameLite/GameData/RelationPrototypes.cfg,struct,DocentBandits,ShahBandits,<->,0,
base,GameLite/GameData/RelationPrototypes.cfg,struct,SultanBandits,ShahBandits,<->,0,
base,GameLite/GameData/RelationPrototypes.cfg,struct,VartaSIRCAA,ShahBandits,<->,-800,
base,GameLite/GameData/RelationPrototypes.cfg,struct,VartaSIRCAA,DepoBandits,<->,-800,
base,GameLite/GameData/RelationPrototypes.cfg,struct,DocentBandits,DocentBandits,<->,600,
base,GameLite/GameData/RelationPrototypes.cfg,struct,SultanBandits,DocentBandits,<->,0,
base,GameLite/GameData/RelationPrototypes.cfg,struct,VartaSIRCAA,DocentBandits,<->,-800,
base,GameLite/GameData/RelationPrototypes.cfg,struct,SultanBandits,SultanBandits,<->,600,
base,GameLite/GameData/RelationPrototypes.cfg,struct,VartaSIRCAA,SultanBandits,<->,-800,
base,GameLite/GameData/RelationPrototypes.cfg,struct,VartaSIRCAA,Diggers,<->,0,
base,GameLite/GameData/RelationPrototypes.cfg,struct,VartaSIRCAA,UdavMercenaries,<->,0,
base,GameLite/GameData/RelationPrototypes.cfg,struct,VartaSIRCAA,ShevchenkoStalkers,<->,0,
base,GameLite/GameData/RelationPrototypes.cfg,struct,VartaSIRCAA,SIRCAA_Scientist,<->,800,
base,GameLite/GameData/RelationPrototypes.cfg,struct,VartaSIRCAA,MALACHITE_Scientist,<->,0,
base,GameLite/GameData/RelationPrototypes.cfg,struct,VartaSIRCAA,NoonFaustians,<->,0,
base,GameLite/GameData/RelationPrototypes.cfg,struct,VartaSIRCAA,IkarVarta,<->,0,
base,GameLite/GameData/RelationPrototypes.cfg,struct,VartaSIRCAA,NeutralMSOP,<->,0,
base,GameLite/GameData/RelationPrototypes.cfg,struct,Controller,Controller,<->,800,
base,GameLite/GameData/RelationPrototypes.cfg,struct,Poltergeist,Controller,<->,0,
base,GameLite/GameData/RelationPrototypes.cfg,struct,Bloodsucker,Controller,<->,-800,
base,GameLite/GameData/RelationPrototypes.cfg,struct,Zombie,Controller,<->,800,
base,GameLite/GameData/RelationPrototypes.cfg,struct,Chimera,Controller,<->,0,
base,GameLite/GameData/RelationPrototypes.cfg,struct,Burer,Controller,<->,-800,
base,GameLite/GameData/RelationPrototypes.cfg,struct,Pseudogiant,Controller,<->,-800,
base,GameLite/GameData/RelationPrototypes.cfg,struct,Snork,Controller,<->,-800,
base,GameLite/GameData/RelationPrototypes.cfg,struct,Pseudodog,Controller,<->,0,
base,GameLite/GameData/RelationPrototypes.cfg,struct,Boar,Controller,<->,-800,
base,GameLite/GameData/RelationPrototypes.cfg,struct,Flesh,Controller,<->,-800,
base,GameLite/GameData/RelationPrototypes.cfg,struct,Deer,Controller,<->,-800,
base,GameLite/GameData/RelationPrototypes.cfg,struct,Rat,Controller,<->,0,
base,GameLite/GameData/RelationPrototypes.cfg,struct,Tushkan,Controller,<->,-800,
base,GameLite/GameData/RelationPrototypes.cfg,struct,Blinddog,Controller,<->,-800,
base,GameLite/GameData/RelationPrototypes.cfg,struct,Bayun,Controller,<->,-800,
base,GameLite/GameData/RelationPrototypes.cfg,struct,Poltergeist,Poltergeist,<->,800,
base,GameLite/GameData/RelationPrototypes.cfg,struct,Bloodsucker,Poltergeist,<->,0,
base,GameLite/GameData/RelationPrototypes.cfg,struct,Zombie,Poltergeist,<->,0,
base,GameLite/GameData/RelationPrototypes.cfg,struct,Chimera,Poltergeist,<->,0,
base,GameLite/GameData/RelationPrototypes.cfg,struct,Burer,Poltergeist,<->,0,
base,GameLite/GameData/RelationPrototypes.cfg,struct,Pseudogiant,Poltergeist,<->,0,
base,GameLite/GameData/RelationPrototypes.cfg,struct,Snork,Poltergeist,<->,0,
base,GameLite/GameData/RelationPrototypes.cfg,struct,Pseudodog,Poltergeist,<->,0,
base,GameLite/GameData/RelationPrototypes.cfg,struct,Boar,Poltergeist,<->,0,
base,GameLite/GameData/RelationPrototypes.cfg,struct,Flesh,Poltergeist,<->,0,
base,GameLite/GameData/RelationPrototypes.cfg,struct,Deer,Poltergeist,<->,0,
base,GameLite/GameData/RelationPrototypes.cfg,struct,Rat,Poltergeist,<->,0,
base,GameLite/GameData/RelationPrototypes.cfg,struct,Tushkan,Poltergeist,<->,0,
base,GameLite/GameData/RelationPrototypes.cfg,struct,Blinddog,Poltergeist,<->,0,
base,GameLite/GameData/RelationPrototypes.cfg,struct,Bayun,Poltergeist,<->,0,
base,GameLite/GameData/RelationPrototypes.cfg,struct,Bloodsucker,Bloodsucker,<->,800,
base,GameLite/GameData/RelationPrototypes.cfg,struct,Zombie,Bloodsucker,<->,-800,
base,GameLite/GameData/RelationPrototypes.cfg,struct,Chimera,Bloodsucker,<->,-800,
base,GameLite/GameData/RelationPrototypes.cfg,struct,Burer,Bloodsucker,<->,-800,
base,GameLite/GameData/RelationPrototypes.cfg,struct,Pseudogiant,Bloodsucker,<->,0,
base,GameLite/GameData/RelationPrototypes.cfg,struct,Snork,Bloodsucker,<->,-800,
base,GameLite/GameData/RelationPrototypes.cfg,struct,Pseudodog,Bloodsucker,<->,-800,
base,GameLite/GameData/RelationPrototypes.cfg,struct,Boar,Bloodsucker,<->,-800,
base,GameLite/GameData/RelationPrototypes.cfg,struct,Flesh,Bloodsucker,<->,-800,
base,GameLite/GameData/RelationPrototypes.cfg,struct,Deer,Bloodsucker,<->,-800,
base,GameLite/GameData/RelationPrototypes.cfg,struct,Rat,Bloodsucker,<->,0,
base,GameLite/GameData/RelationPrototypes.cfg,struct,Tushkan,Bloodsucker,<->,-800,
base,GameLite/GameData/RelationPrototypes.cfg,struct,Blinddog,Bloodsucker,<->,-800,
base,GameLite/GameData/RelationPrototypes.cfg,struct,Bayun,Bloodsucker,<->,-800,
base,GameLite/GameData/RelationPrototypes.cfg,struct,Zombie,Zombie,<->,800,
base,GameLite/GameData/RelationPrototypes.cfg,struct,Chimera,Zombie,<->,-800,
base,GameLite/GameData/RelationPrototypes.cfg,struct,Burer,Zombie,<->,-800,
base,GameLite/GameData/RelationPrototypes.cfg,struct,Pseudogiant,Zombie,<->,-800,
base,GameLite/GameData/RelationPrototypes.cfg,struct,Snork,Zombie,<->,-800,
base,GameLite/GameData/RelationPrototypes.cfg,struct,Pseudodog,Zombie,<->,-800,
base,GameLite/GameData/RelationPrototypes.cfg,struct,Boar,Zombie,<->,-800,
base,GameLite/GameData/RelationPrototypes.cfg,struct,Flesh,Zombie,<->,-800,
base,GameLite/GameData/RelationPrototypes.cfg,struct,Deer,Zombie,<->,-800,
base,GameLite/GameData/RelationPrototypes.cfg,struct,Rat,Zombie,<->,0,
base,GameLite/GameData/RelationPrototypes.cfg,struct,Tushkan,Zombie,<->,-800,
base,GameLite/GameData/RelationPrototypes.cfg,struct,Blinddog,Zombie,<->,-800,
base,GameLite/GameData/RelationPrototypes.cfg,struct,Bayun,Zombie,<->,-800,
base,GameLite/GameData/RelationPrototypes.cfg,struct,Chimera,Chimera,<->,800,
base,GameLite/GameData/RelationPrototypes.cfg,struct,Burer,Chimera,<->,-800,
base,GameLite/GameData/RelationPrototypes.cfg,struct,Pseudogiant,Chimera,<->,-800,
base,GameLite/GameData/RelationPrototypes.cfg,struct,Snork,Chimera,<->,-800,
base,GameLite/GameData/RelationPrototypes.cfg,struct,Pseudodog,Chimera,<->,-800,
base,GameLite/GameData/RelationPrototypes.cfg,struct,Boar,Chimera,<->,-800,
base,GameLite/GameData/RelationPrototypes.cfg,struct,Flesh,Chimera,<->,-800,
base,GameLite/GameData/RelationPrototypes.cfg,struct,Deer,Chimera,<->,0,
base,GameLite/GameData/RelationPrototypes.cfg,struct,Rat,Chimera,<->,0,
base,GameLite/GameData/RelationPrototypes.cfg,struct,Tushkan,Chimera,<->,-800,
base,GameLite/GameData/RelationPrototypes.cfg,struct,Blinddog,Chimera,<->,-800,
base,GameLite/GameData/RelationPrototypes.cfg,struct,Bayun,Chimera,<->,-800,
base,GameLite/GameData/RelationPrototypes.cfg,struct,Burer,Burer,<->,800,
base,GameLite/GameData/RelationPrototypes.cfg,struct,Pseudogiant,Burer,<->,-800,
base,GameLite/GameData/RelationPrototypes.cfg,struct,Snork,Burer,<->,-800,
base,GameLite/GameData/RelationPrototypes.cfg,struct,Pseudodog,Burer,<->,-800,
base,GameLite/GameData/RelationPrototypes.cfg,struct,Boar,Burer,<->,-800,
base,GameLite/GameData/RelationPrototypes.cfg,struct,Flesh,Burer,<->,-800,
base,GameLite/GameData/RelationPrototypes.cfg,struct,Deer,Burer,<->,-800,
base,GameLite/GameData/RelationPrototypes.cfg,struct,Rat,Burer,<->,0,
base,GameLite/GameData/RelationPrototypes.cfg,struct,Tushkan,Burer,<->,-800,
base,GameLite/GameData/RelationPrototypes.cfg,struct,Blinddog,Burer,<->,-800,
base,GameLite/GameData/RelationPrototypes.cfg,struct,Bayun,Burer,<->,-800,
base,GameLite/GameData/RelationPrototypes.cfg,struct,Pseudogiant,Pseudogiant,<->,800,
base,GameLite/GameData/RelationPrototypes.cfg,struct,Snork,Pseudogiant,<->,-800,
base,GameLite/GameData/RelationPrototypes.cfg,struct,Pseudodog,Pseudogiant,<->,-800,
base,GameLite/GameData/RelationPrototypes.cfg,struct,Boar,Pseudogiant,<->,-800,
base,GameLite/GameData/RelationPrototypes.cfg,struct,Flesh,Pseudogiant,<->,-800,
base,GameLite/GameData/RelationPrototypes.cfg,struct,Deer,Pseudogiant,<->,0,
base,GameLite/GameData/RelationPrototypes.cfg,struct,Rat,Pseudogiant,<->,0,
base,GameLite/GameData/RelationPrototypes.cfg,struct,Tushkan,Pseudogiant,<->,-800,
base,GameLite/GameData/RelationPrototypes.cfg,struct,Blinddog,Pseudogiant,<->,0,
base,GameLite/GameData/RelationPrototypes.cfg,struct,Bayun,Pseudogiant,<->,-800,
base,GameLite/GameData/RelationPrototypes.cfg,struct,Snork,Snork,<->,800,
base,GameLite/GameData/RelationPrototypes.cfg,struct,Pseudodog,Snork,<->,-800,
base,GameLite/GameData/RelationPrototypes.cfg,struct,Boar,Snork,<->,-800,
base,GameLite/GameData/RelationPrototypes.cfg,struct,Flesh,Snork,<->,-800,
base,GameLite/GameData/RelationPrototypes.cfg,struct,Deer,Snork,<->,-800,
base,GameLite/GameData/RelationPrototypes.cfg,struct,Rat,Snork,<->,0,
base,GameLite/GameData/RelationPrototypes.cfg,struct,Tushkan,Snork,<->,-800,
base,GameLite/GameData/RelationPrototypes.cfg,struct,Blinddog,Snork,<->,-800,
base,GameLite/GameData/RelationPrototypes.cfg,struct,Bayun,Snork,<->,-800,
base,GameLite/GameData/RelationPrototypes.cfg,struct,Pseudodog,Pseudodog,<->,800,
base,GameLite/GameData/RelationPrototypes.cfg,struct,Boar,Pseudodog,<->,-800,
base,GameLite/GameData/RelationPrototypes.cfg,struct,Flesh,Pseudodog,<->,-800,
base,GameLite/GameData/RelationPrototypes.cfg,struct,Deer,Pseudodog,<->,0,
base,GameLite/GameData/RelationPrototypes.cfg,struct,Rat,Pseudodog,<->,0,
base,GameLite/GameData/RelationPrototypes.cfg,struct,Tushkan,Pseudodog,<->,-800,
base,GameLite/GameData/RelationPrototypes.cfg,struct,Blinddog,Pseudodog,<->,0,
base,GameLite/GameData/RelationPrototypes.cfg,struct,Bayun,Pseudodog,<->,-800,
base,GameLite/GameData/RelationPrototypes.cfg,struct,Boar,Boar,<->,800,
base,GameLite/GameData/RelationPrototypes.cfg,struct,Flesh,Boar,<->,0,
base,GameLite/GameData/RelationPrototypes.cfg,struct,Deer,Boar,<->,0,
base,GameLite/GameData/RelationPrototypes.cfg,struct,Rat,Boar,<->,0,
base,GameLite/GameData/RelationPrototypes.cfg,struct,Tushkan,Boar,<->,-800,
base,GameLite/GameData/RelationPrototypes.cfg,struct,Blinddog,Boar,<->,-800,
base,GameLite/GameData/RelationPrototypes.cfg,struct,Bayun,Boar,<->,-800,
base,GameLite/GameData/RelationPrototypes.cfg,struct,Flesh,Flesh,<->,800,
base,GameLite/GameData/RelationPrototypes.cfg,struct,Deer,Flesh,<->,0,
base,GameLite/GameData/RelationPrototypes.cfg,struct,Rat,Flesh,<->,0,
base,GameLite/GameData/RelationPrototypes.cfg,struct,Tushkan,Flesh,<->,-800,
base,GameLite/GameData/RelationPrototypes.cfg,struct,Blinddog,Flesh,<->,-800,
base,GameLite/GameData/RelationPrototypes.cfg,struct,Bayun,Flesh,<->,-800,
base,GameLite/GameData/RelationPrototypes.cfg,struct,Deer,Deer,<->,800,
base,GameLite/GameData/RelationPrototypes.cfg,struct,Rat,Deer,<->,0,
base,GameLite/GameData/RelationPrototypes.cfg,struct,Tushkan,Deer,<->,0,
base,GameLite/GameData/RelationPrototypes.cfg,struct,Blinddog,Deer,<->,0,
base,GameLite/GameData/RelationPrototypes.cfg,struct,Bayun,Deer,<->,0,
base,GameLite/GameData/RelationPrototypes.cfg,struct,Rat,Rat,<->,800,
base,GameLite/GameData/RelationPrototypes.cfg,struct,Tushkan,Rat,<->,0,
base,GameLite/GameData/RelationPrototypes.cfg,struct,Blinddog,Rat,<->,0,
base,GameLite/GameData/RelationPrototypes.cfg,struct,Bayun,Rat,<->,0,
base,GameLite/GameData/RelationPrototypes.cfg,struct,Tushkan,Tushkan,<->,800,
base,GameLite/GameData/RelationPrototypes.cfg,struct,Blinddog,Tushkan,<->,-800,
base,GameLite/GameData/RelationPrototypes.cfg,struct,Bayun,Tushkan,<->,-800,
base,GameLite/GameData/RelationPrototypes.cfg,struct,Blinddog,Blinddog,<->,800,
base,GameLite/GameData/RelationPrototypes.cfg,struct,Bayun,Blinddog,<->,-800,
base,GameLite/GameData/RelationPrototypes.cfg,struct,Bayun,Bayun,<->,800,
base,GameLite/GameData/RelationPrototypes.cfg,struct,Player,Player,<->,0,
base,GameLite/GameData/RelationPrototypes.cfg,struct,Bandits,Duty,->,true,ExpansionPolicies/AttackLairRestrictions
base,GameLite/GameData/RelationPrototypes.cfg,struct,Bandits,Freedom,->,true,ExpansionPolicies/AttackLairRestrictions
base,GameLite/GameData/RelationPrototypes.cfg,struct,Bandits,Varta,->,true,ExpansionPolicies/AttackLairRestrictions
base,GameLite/GameData/RelationPrototypes.cfg,struct,Bandits,Neutrals,->,true,ExpansionPolicies/AttackLairRestrictions
base,GameLite/GameData/RelationPrototypes.cfg,struct,Bandits,Noon,->,true,ExpansionPolicies/AttackLairRestrictions
base,GameLite/GameData/RelationPrototypes.cfg,struct,Bandits,Scientists,->,true,ExpansionPolicies/AttackLairRestrictions
base,GameLite/GameData/RelationPrototypes.cfg,struct,Bandits,Mercenaries,->,true,ExpansionPolicies/AttackLairRestrictions
base,GameLite/GameData/RelationPrototypes.cfg,struct,Bandits,Spark,->,true,ExpansionPolicies/AttackLairRestrictions
base,GameLite/GameData/RelationPrototypes.cfg,struct,Bandits,Corpus,->,true,ExpansionPolicies/AttackLairRestrictions
base,GameLite/GameData/RelationPrototypes.cfg,struct,Bandits,Mutant,->,true,ExpansionPolicies/AttackLairRestrictions
base,GameLite/GameData/RelationPrototypes.cfg,struct,Monolith,Bandits,->,true,ExpansionPolicies/AttackLairRestrictions
base,GameLite/GameData/RelationPrototypes.cfg,struct,Monolith,Duty,->,true,ExpansionPolicies/AttackLairRestrictions
base,GameLite/GameData/RelationPrototypes.cfg,struct,Monolith,Freedom,->,true,ExpansionPolicies/AttackLairRestrictions
base,GameLite/GameData/RelationPrototypes.cfg,struct,Monolith,Varta,->,true,ExpansionPolicies/AttackLairRestrictions
base,GameLite/GameData/RelationPrototypes.cfg,struct,Monolith,Neutrals,->,true,ExpansionPolicies/AttackLairRestrictions
base,GameLite/GameData/RelationPrototypes.cfg,struct,Monolith,Militaries,->,true,ExpansionPolicies/AttackLairRestrictions
base,GameLite/GameData/RelationPrototypes.cfg,struct,Monolith,Noon,->,true,ExpansionPolicies/AttackLairRestrictions
base,GameLite/GameData/RelationPrototypes.cfg,struct,Monolith,Scientists,->,true,ExpansionPolicies/AttackLairRestrictions
base,GameLite/GameData/RelationPrototypes.cfg,struct,Monolith,Mercenaries,->,true,ExpansionPolicies/AttackLairRestrictions
base,GameLite/GameData/RelationPrototypes.cfg,struct,Monolith,Spark,->,true,ExpansionPolicies/AttackLairRestrictions
