Source,LairPrototypeSID,Faction,FactionPriority,PlayerRank,MaxSpawnQuantity,InitialSpawnQuantityPercent,InitialSpawnQuantityRespawnTimeSeconds,MaxSpawnQuantityRespawnTimeSeconds,WipeRespawnTimeoutSeconds,Archetype,MinQuantityPerArchetype,SpawnWeight
base,SmallLivingSpace,Duty,3,Master,7,0.5,180.0,480.0,480.0,GeneralNPC_Duty_Recon,1,1.0
base,SmallLivingSpace,Duty,3,Master,7,0.5,180.0,480.0,480.0,GeneralNPC_Duty_Stormtrooper,2,1.0
base,SmallLivingSpace,Duty,3,Master,7,0.5,180.0,480.0,480.0,GeneralNPC_Duty_Sniper,1,0.2
base,SmallLivingSpace,Duty,3,Master,7,0.5,180.0,480.0,480.0,GeneralNPC_Duty_Heavy,0,0.5
base,SmallLivingSpace,Noon,3,Newbie,6,0.5,180.0,480.0,480.0,GeneralNPC_Noon_CloseCombat,0,1.0
base,SmallLivingSpace,Noon,3,Newbie,6,0.5,180.0,480.0,480.0,GeneralNPC_Noon_Recon,2,1.0
base,SmallLivingSpace,Noon,3,Newbie,6,0.5,180.0,480.0,480.0,GeneralNPC_Noon_Stormtrooper,2,1.0
base,SmallLivingSpace,Noon,3,Experienced,6,0.5,180.0,480.0,480.0,GeneralNPC_Noon_CloseCombat,1,1.0
base,SmallLivingSpace,Noon,3,Experienced,6,0.5,180.0,480.0,480.0,GeneralNPC_Noon_Recon,1,1.0
base,SmallLivingSpace,Noon,3,Experienced,6,0.5,180.0,480.0,480.0,GeneralNPC_Noon_Stormtrooper,1,1.0
base,SmallLivingSpace,Noon,3,Veteran,7,0.5,180.0,480.0,480.0,GeneralNPC_Noon_CloseCombat,1,1.0
base,SmallLivingSpace,Noon,3,Veteran,7,0.5,180.0,480.0,480.0,GeneralNPC_Noon_Recon,1,1.0
base,SmallLivingSpace,Noon,3,Veteran,7,0.5,180.0,480.0,480.0,GeneralNPC_Noon_Stormtrooper,3,1.0
base,SmallLivingSpace,Noon,3,Master,7,0.5,180.0,480.0,480.0,GeneralNPC_Noon_CloseCombat,1,1.0
base,SmallLivingSpace,Noon,3,Master,7,0.5,180.0,480.0,480.0,GeneralNPC_Noon_Recon,1,1.0
base,SmallLivingSpace,Noon,3,Master,7,0.5,180.0,480.0,480.0,GeneralNPC_Noon_Stormtrooper,3,1.0
base,SmallLivingSpace,Scientists,3,Newbie,6,0.5,180.0,480.0,480.0,GeneralNPC_Scientists_Recon,1,1.0
base,SmallLivingSpace,Scientists,3,Newbie,6,0.5,180.0,480.0,480.0,GeneralNPC_Scientists_Stormtrooper,1,1.0
base,SmallLivingSpace,Scientists,3,Experienced,6,0.5,180.0,480.0,480.0,GeneralNPC_Scientists_Recon,4,1.0
base,SmallLivingSpace,Scientists,3,Experienced,6,0.5,180.0,480.0,480.0,GeneralNPC_Scientists_Stormtrooper,1,1.0
base,SmallLivingSpace,Scientists,3,Veteran,7,0.5,180.0,480.0,480.0,GeneralNPC_Scientists_Recon,1,1.0
base,SmallLivingSpace,Scientists,3,Veteran,7,0.5,180.0,480.0,480.0,GeneralNPC_Scientists_Stormtrooper,4,1.0
base,SmallLivingSpace,Scientists,3,Master,7,0.5,180.0,480.0,480.0,GeneralNPC_Scientists_Recon,1,1.0
base,SmallLivingSpace,Scientists,3,Master,7,0.5,180.0,480.0,480.0,GeneralNPC_Scientists_Stormtrooper,3,1.0
base,SmallLivingSpace,Spark,3,Newbie,6,0.5,180.0,480.0,480.0,GeneralNPC_Spark_CloseCombat,4,1.0
base,SmallLivingSpace,Spark,3,Newbie,6,0.5,180.0,480.0,480.0,GeneralNPC_Spark_Recon,1,1.0
base,SmallLivingSpace,Spark,3,Newbie,6,0.5,180.0,480.0,480.0,GeneralNPC_Spark_Stormtrooper,0,0
base,SmallLivingSpace,Spark,3,Newbie,6,0.5,180.0,480.0,480.0,GeneralNPC_Spark_Sniper,0,0
base,SmallLivingSpace,Spark,3,Experienced,6,0.5,180.0,480.0,480.0,GeneralNPC_Spark_CloseCombat,1,1.0
base,SmallLivingSpace,Spark,3,Experienced,6,0.5,180.0,480.0,480.0,GeneralNPC_Spark_Recon,1,1.0
base,SmallLivingSpace,Spark,3,Experienced,6,0.5,180.0,480.0,480.0,GeneralNPC_Spark_Stormtrooper,1,1.0
base,SmallLivingSpace,Spark,3,Experienced,6,0.5,180.0,480.0,480.0,GeneralNPC_Spark_Sniper,0,0.2
base,SmallLivingSpace,Spark,3,Veteran,7,0.5,180.0,480.0,480.0,GeneralNPC_Spark_CloseCombat,1,1.0
base,SmallLivingSpace,Spark,3,Veteran,7,0.5,180.0,480.0,480.0,GeneralNPC_Spark_Recon,0,1.0
base,SmallLivingSpace,Spark,3,Veteran,7,0.5,180.0,480.0,480.0,GeneralNPC_Spark_Stormtrooper,3,1.0
base,SmallLivingSpace,Spark,3,Veteran,7,0.5,180.0,480.0,480.0,GeneralNPC_Spark_Sniper,1,0.2
base,SmallLivingSpace,Spark,3,Master,7,0.5,180.0,480.0,480.0,GeneralNPC_Spark_CloseCombat,1,1.0
base,SmallLivingSpace,Spark,3,Master,7,0.5,180.0,480.0,480.0,GeneralNPC_Spark_Recon,0,1.0
base,SmallLivingSpace,Spark,3,Master,7,0.5,180.0,480.0,480.0,GeneralNPC_Spark_Stormtrooper,3,1.0
base,SmallLivingSpace,Spark,3,Master,7,0.5,180.0,480.0,480.0,GeneralNPC_Spark_Sniper,1,0.2
base,SmallLivingSpace,Corpus,3,Newbie,6,0.5,180.0,480.0,480.0,GeneralNPC_Corpus_CloseCombat,1,1.0
base,SmallLivingSpace,Corpus,3,Newbie,6,0.5,180.0,480.0,480.0,GeneralNPC_Corpus_Recon,4,1.0
base,SmallLivingSpace,Corpus,3,Newbie,6,0.5,180.0,480.0,480.0,GeneralNPC_Corpus_Stormtrooper,0,0
base,SmallLivingSpace,Corpus,3,Newbie,6,0.5,180.0,480.0,480.0,GeneralNPC_Corpus_Sniper,0,0
base,SmallLivingSpace,Corpus,3,Newbie,6,0.5,180.0,480.0,480.0,GeneralNPC_Corpus_Heavy,0,0
base,SmallLivingSpace,Corpus,3,Experienced,6,0.5,180.0,480.0,480.0,GeneralNPC_Corpus_CloseCombat,0,1.0
base,SmallLivingSpace,Corpus,3,Experienced,6,0.5,180.0,480.0,480.0,GeneralNPC_Corpus_Recon,1,1.0
base,SmallLivingSpace,Corpus,3,Experienced,6,0.5,180.0,480.0,480.0,GeneralNPC_Corpus_Stormtrooper,2,1.0
base,SmallLivingSpace,Corpus,3,Experienced,6,0.5,180.0,480.0,480.0,GeneralNPC_Corpus_Sniper,0,0
base,SmallLivingSpace,Corpus,3,Experienced,6,0.5,180.0,480.0,480.0,GeneralNPC_Corpus_Heavy,0,0
base,SmallLivingSpace,Corpus,3,Veteran,7,0.5,180.0,480.0,480.0,GeneralNPC_Corpus_CloseCombat,1,1.0
base,SmallLivingSpace,Corpus,3,Veteran,7,0.5,180.0,480.0,480.0,GeneralNPC_Corpus_Recon,1,1.0
base,SmallLivingSpace,Corpus,3,Veteran,7,0.5,180.0,480.0,480.0,GeneralNPC_Corpus_Stormtrooper,2,1.0
base,SmallLivingSpace,Corpus,3,Veteran,7,0.5,180.0,480.0,480.0,GeneralNPC_Corpus_Sniper,0,0
base,SmallLivingSpace,Corpus,3,Veteran,7,0.5,180.0,480.0,480.0,GeneralNPC_Corpus_Heavy,1,0.2
base,SmallLivingSpace,Corpus,3,Master,7,0.5,180.0,480.0,480.0,GeneralNPC_Corpus_CloseCombat,0,1.0
base,SmallLivingSpace,Corpus,3,Master,7,0.5,180.0,480.0,480.0,GeneralNPC_Corpus_Recon,0,1.0
base,SmallLivingSpace,Corpus,3,Master,7,0.5,180.0,480.0,480.0,GeneralNPC_Corpus_Stormtrooper,3,1.0
base,SmallLivingSpace,Corpus,3,Master,7,0.5,180.0,480.0,480.0,GeneralNPC_Corpus_Sniper,1,0.2
base,SmallLivingSpace,Corpus,3,Master,7,0.5,180.0,480.0,480.0,GeneralNPC_Corpus_Heavy,1,0.2
base,SmallLivingSpace,Bloodsucker,3,Newbie,2,0.5,180.0,480.0,480.0,Bloodsucker,1,1.0
base,SmallLivingSpace,Bloodsucker,3,Experienced,2,0.5,180.0,480.0,480.0,Bloodsucker,1,1.0
base,SmallLivingSpace,Bloodsucker,3,Veteran,3,0.5,180.0,480.0,480.0,Bloodsucker,1,1.0
base,SmallLivingSpace,Bloodsucker,3,Master,3,0.5,180.0,480.0,480.0,Bloodsucker,1,1.0
base,SmallLivingSpace,Zombie,3,Newbie,6,0.5,180.0,480.0,480.0,GeneralZombie_Bandit_CloseCombat,0,1.0
base,SmallLivingSpace,Zombie,3,Newbie,6,0.5,180.0,480.0,480.0,GeneralZombie_Bandit_Recon,0,1.0
base,SmallLivingSpace,Zombie,3,Newbie,6,0.5,180.0,480.0,480.0,GeneralZombie_Bandit_Stormtrooper,0,1.0
base,SmallLivingSpace,Zombie,3,Newbie,6,0.5,180.0,480.0,480.0,GeneralZombie_Bandit_Heavy,0,1.0
base,SmallLivingSpace,Zombie,3,Newbie,6,0.5,180.0,480.0,480.0,GeneralZombie_Neutral_CloseCombat,0,1.0
base,SmallLivingSpace,Zombie,3,Newbie,6,0.5,180.0,480.0,480.0,GeneralZombie_Neutral_Recon,0,1.0
base,SmallLivingSpace,Zombie,3,Newbie,6,0.5,180.0,480.0,480.0,GeneralZombie_Neutral_Stormtrooper,0,1.0
base,SmallLivingSpace,Zombie,3,Newbie,6,0.5,180.0,480.0,480.0,GeneralZombie_Neutral_Sniper,0,1.0
base,SmallLivingSpace,Zombie,3,Newbie,6,0.5,180.0,480.0,480.0,GeneralZombie_Corpus_CloseCombat,0,1.0
base,SmallLivingSpace,Zombie,3,Newbie,6,0.5,180.0,480.0,480.0,GeneralZombie_Corpus_Recon,0,1.0
base,SmallLivingSpace,Zombie,3,Newbie,6,0.5,180.0,480.0,480.0,GeneralZombie_Corpus_Stormtrooper,0,1.0
base,SmallLivingSpace,Zombie,3,Newbie,6,0.5,180.0,480.0,480.0,GeneralZombie_Corpus_Sniper,0,1.0
base,SmallLivingSpace,Zombie,3,Newbie,6,0.5,180.0,480.0,480.0,GeneralZombie_Corpus_Heavy,0,1.0
base,SmallLivingSpace,Zombie,3,Newbie,6,0.5,180.0,480.0,480.0,GeneralZombie_Freedom_CloseCombat,0,1.0
base,SmallLivingSpace,Zombie,3,Newbie,6,0.5,180.0,480.0,480.0,GeneralZombie_Freedom_Recon,0,1.0
base,SmallLivingSpace,Zombie,3,Newbie,6,0.5,180.0,480.0,480.0,GeneralZombie_Freedom_Stormtrooper,0,1.0
base,SmallLivingSpace,Zombie,3,Newbie,6,0.5,180.0,480.0,480.0,GeneralZombie_Freedom_Sniper,0,1.0
base,SmallLivingSpace,Zombie,3,Newbie,6,0.5,180.0,480.0,480.0,GeneralZombie_Duty_CloseCombat,0,1.0
base,SmallLivingSpace,Zombie,3,Newbie,6,0.5,180.0,480.0,480.0,GeneralZombie_Duty_Recon,0,1.0
base,SmallLivingSpace,Zombie,3,Newbie,6,0.5,180.0,480.0,480.0,GeneralZombie_Duty_Stormtrooper,0,1.0
base,SmallLivingSpace,Zombie,3,Newbie,6,0.5,180.0,480.0,480.0,GeneralZombie_Duty_Sniper,0,1.0
base,SmallLivingSpace,Zombie,3,Newbie,6,0.5,180.0,480.0,480.0,GeneralZombie_Duty_Heavy,0,1.0
base,SmallLivingSpace,Zombie,3,Experienced,8,0.5,180.0,480.0,480.0,GeneralZombie_Bandit_CloseCombat,0,1.0
base,SmallLivingSpace,Zombie,3,Experienced,8,0.5,180.0,480.0,480.0,GeneralZombie_Bandit_Recon,0,1.0
base,SmallLivingSpace,Zombie,3,Experienced,8,0.5,180.0,480.0,480.0,GeneralZombie_Bandit_Stormtrooper,0,1.0
base,SmallLivingSpace,Zombie,3,Experienced,8,0.5,180.0,480.0,480.0,GeneralZombie_Bandit_Heavy,0,1.0
base,SmallLivingSpace,Zombie,3,Experienced,8,0.5,180.0,480.0,480.0,GeneralZombie_Neutral_CloseCombat,0,1.0
base,SmallLivingSpace,Zombie,3,Experienced,8,0.5,180.0,480.0,480.0,GeneralZombie_Neutral_Recon,0,1.0
base,SmallLivingSpace,Zombie,3,Experienced,8,0.5,180.0,480.0,480.0,GeneralZombie_Neutral_Stormtrooper,0,1.0
base,SmallLivingSpace,Zombie,3,Experienced,8,0.5,180.0,480.0,480.0,GeneralZombie_Neutral_Sniper,0,1.0
base,SmallLivingSpace,Zombie,3,Experienced,8,0.5,180.0,480.0,480.0,GeneralZombie_Corpus_CloseCombat,0,1.0
base,SmallLivingSpace,Zombie,3,Experienced,8,0.5,180.0,480.0,480.0,GeneralZombie_Corpus_Recon,0,1.0
base,SmallLivingSpace,Zombie,3,Experienced,8,0.5,180.0,480.0,480.0,GeneralZombie_Corpus_Stormtrooper,0,1.0
base,SmallLivingSpace,Zombie,3,Experienced,8,0.5,180.0,480.0,480.0,GeneralZombie_Corpus_Sniper,0,1.0
base,SmallLivingSpace,Zombie,3,Experienced,8,0.5,180.0,480.0,480.0,GeneralZombie_Corpus_Heavy,0,1.0
base,SmallLivingSpace,Zombie,3,Experienced,8,0.5,180.0,480.0,480.0,GeneralZombie_Freedom_CloseCombat,0,1.0
base,SmallLivingSpace,Zombie,3,Experienced,8,0.5,180.0,480.0,480.0,GeneralZombie_Freedom_Recon,0,1.0
base,SmallLivingSpace,Zombie,3,Experienced,8,0.5,180.0,480.0,480.0,GeneralZombie_Freedom_Stormtrooper,0,1.0
base,SmallLivingSpace,Zombie,3,Experienced,8,0.5,180.0,480.0,480.0,GeneralZombie_Freedom_Sniper,0,1.0
base,SmallLivingSpace,Zombie,3,Experienced,8,0.5,180.0,480.0,480.0,GeneralZombie_Duty_CloseCombat,0,1.0
base,SmallLivingSpace,Zombie,3,Experienced,8,0.5,180.0,480.0,480.0,GeneralZombie_Duty_Recon,0,1.0
base,SmallLivingSpace,Zombie,3,Experienced,8,0.5,180.0,480.0,480.0,GeneralZombie_Duty_Stormtrooper,0,1.0
base,SmallLivingSpace,Zombie,3,Experienced,8,0.5,180.0,480.0,480.0,GeneralZombie_Duty_Sniper,0,1.0
base,SmallLivingSpace,Zombie,3,Experienced,8,0.5,180.0,480.0,480.0,GeneralZombie_Duty_Heavy,0,1.0
base,SmallLivingSpace,Zombie,3,Veteran,10,0.5,180.0,480.0,480.0,GeneralZombie_Bandit_CloseCombat,0,1.0
base,SmallLivingSpace,Zombie,3,Veteran,10,0.5,180.0,480.0,480.0,GeneralZombie_Bandit_Recon,0,1.0
base,SmallLivingSpace,Zombie,3,Veteran,10,0.5,180.0,480.0,480.0,GeneralZombie_Bandit_Stormtrooper,0,1.0
base,SmallLivingSpace,Zombie,3,Veteran,10,0.5,180.0,480.0,480.0,GeneralZombie_Bandit_Heavy,0,1.0
base,SmallLivingSpace,Zombie,3,Veteran,10,0.5,180.0,480.0,480.0,GeneralZombie_Neutral_CloseCombat,0,1.0
base,SmallLivingSpace,Zombie,3,Veteran,10,0.5,180.0,480.0,480.0,GeneralZombie_Neutral_Recon,0,1.0
base,SmallLivingSpace,Zombie,3,Veteran,10,0.5,180.0,480.0,480.0,GeneralZombie_Neutral_Stormtrooper,0,1.0
base,SmallLivingSpace,Zombie,3,Veteran,10,0.5,180.0,480.0,480.0,GeneralZombie_Neutral_Sniper,0,1.0
base,SmallLivingSpace,Zombie,3,Veteran,10,0.5,180.0,480.0,480.0,GeneralZombie_Corpus_CloseCombat,0,1.0
base,SmallLivingSpace,Zombie,3,Veteran,10,0.5,180.0,480.0,480.0,GeneralZombie_Corpus_Recon,0,1.0
base,SmallLivingSpace,Zombie,3,Veteran,10,0.5,180.0,480.0,480.0,GeneralZombie_Corpus_Stormtrooper,0,1.0
base,SmallLivingSpace,Zombie,3,Veteran,10,0.5,180.0,480.0,480.0,GeneralZombie_Corpus_Sniper,0,1.0
base,SmallLivingSpace,Zombie,3,Veteran,10,0.5,180.0,480.0,480.0,GeneralZombie_Corpus_Heavy,0,1.0
base,SmallLivingSpace,Zombie,3,Veteran,10,0.5,180.0,480.0,480.0,GeneralZombie_Freedom_CloseCombat,0,1.0
base,SmallLivingSpace,Zombie,3,Veteran,10,0.5,180.0,480.0,480.0,GeneralZombie_Freedom_Recon,0,1.0
base,SmallLivingSpace,Zombie,3,Veteran,10,0.5,180.0,480.0,480.0,GeneralZombie_Freedom_Stormtrooper,0,1.0
base,SmallLivingSpace,Zombie,3,Veteran,10,0.5,180.0,480.0,480.0,GeneralZombie_Freedom_Sniper,0,1.0
base,SmallLivingSpace,Zombie,3,Veteran,10,0.5,180.0,480.0,480.0,GeneralZombie_Duty_CloseCombat,0,1.0
base,SmallLivingSpace,Zombie,3,Veteran,10,0.5,180.0,480.0,480.0,GeneralZombie_Duty_Recon,0,1.0
base,SmallLivingSpace,Zombie,3,Veteran,10,0.5,180.0,480.0,480.0,GeneralZombie_Duty_Stormtrooper,0,1.0
base,SmallLivingSpace,Zombie,3,Veteran,10,0.5,180.0,480.0,480.0,GeneralZombie_Duty_Sniper,0,1.0
base,SmallLivingSpace,Zombie,3,Veteran,10,0.5,180.0,480.0,480.0,GeneralZombie_Duty_Heavy,0,1.0
base,SmallLivingSpace,Zombie,3,Master,10,0.5,180.0,480.0,480.0,GeneralZombie_Bandit_CloseCombat,0,1.0
base,SmallLivingSpace,Zombie,3,Master,10,0.5,180.0,480.0,480.0,GeneralZombie_Bandit_Recon,0,1.0
base,SmallLivingSpace,Zombie,3,Master,10,0.5,180.0,480.0,480.0,GeneralZombie_Bandit_Stormtrooper,0,1.0
base,SmallLivingSpace,Zombie,3,Master,10,0.5,180.0,480.0,480.0,GeneralZombie_Bandit_Heavy,0,1.0
base,SmallLivingSpace,Zombie,3,Master,10,0.5,180.0,480.0,480.0,GeneralZombie_Neutral_CloseCombat,0,1.0
base,SmallLivingSpace,Zombie,3,Master,10,0.5,180.0,480.0,480.0,GeneralZombie_Neutral_Recon,0,1.0
base,SmallLivingSpace,Zombie,3,Master,10,0.5,180.0,480.0,480.0,GeneralZombie_Neutral_Stormtrooper,0,1.0
base,SmallLivingSpace,Zombie,3,Master,10,0.5,180.0,480.0,480.0,GeneralZombie_Neutral_Sniper,0,1.0
base,SmallLivingSpace,Zombie,3,Master,10,0.5,180.0,480.0,480.0,GeneralZombie_Corpus_CloseCombat,0,1.0
base,SmallLivingSpace,Zombie,3,Master,10,0.5,180.0,480.0,480.0,GeneralZombie_Corpus_Recon,0,1.0
base,SmallLivingSpace,Zombie,3,Master,10,0.5,180.0,480.0,480.0,GeneralZombie_Corpus_Stormtrooper,0,1.0
base,SmallLivingSpace,Zombie,3,Master,10,0.5,180.0,480.0,480.0,GeneralZombie_Corpus_Sniper,0,1.0
base,SmallLivingSpace,Zombie,3,Master,10,0.5,180.0,480.0,480.0,GeneralZombie_Corpus_Heavy,0,1.0
base,SmallLivingSpace,Zombie,3,Master,10,0.5,180.0,480.0,480.0,GeneralZombie_Freedom_CloseCombat,0,1.0
base,SmallLivingSpace,Zombie,3,Master,10,0.5,180.0,480.0,480.0,GeneralZombie_Freedom_Recon,0,1.0
base,SmallLivingSpace,Zombie,3,Master,10,0.5,180.0,480.0,480.0,GeneralZombie_Freedom_Stormtrooper,0,1.0
base,SmallLivingSpace,Zombie,3,Master,10,0.5,180.0,480.0,480.0,GeneralZombie_Freedom_Sniper,0,1.0
base,SmallLivingSpace,Zombie,3,Master,10,0.5,180.0,480.0,480.0,GeneralZombie_Duty_CloseCombat,0,1.0
base,SmallLivingSpace,Zombie,3,Master,10,0.5,180.0,480.0,480.0,GeneralZombie_Duty_Recon,0,1.0
base,SmallLivingSpace,Zombie,3,Master,10,0.5,180.0,480.0,480.0,GeneralZombie_Duty_Stormtrooper,0,1.0
base,SmallLivingSpace,Zombie,3,Master,10,0.5,180.0,480.0,480.0,GeneralZombie_Duty_Sniper,0,1.0
base,SmallLivingSpace,Zombie,3,Master,10,0.5,180.0,480.0,480.0,GeneralZombie_Duty_Heavy,0,1.0
base,SmallLivingSpace,Bayun,3,Newbie,2,0.5,180.0,480.0,480.0,Bayun,1,1.0
base,SmallLivingSpace,Bayun,3,Experienced,2,0.5,180.0,480.0,480.0,Bayun,1,1.0
base,SmallLivingSpace,Bayun,3,Veteran,2,0.5,180.0,480.0,480.0,Bayun,1,1.0
base,SmallLivingSpace,Bayun,3,Master,2,0.5,180.0,480.0,480.0,Bayun,1,1.0
base,SmallLivingSpace,Tushkan,3,Newbie,14,0.5,180.0,480.0,480.0,Tushkan,1,1.0
base,SmallLivingSpace,Tushkan,3,Experienced,16,0.5,180.0,480.0,480.0,Tushkan,1,1.0
base,SmallLivingSpace,Tushkan,3,Veteran,20,0.5,180.0,480.0,480.0,Tushkan,1,1.0
base,SmallLivingSpace,Tushkan,3,Master,24,0.5,180.0,480.0,480.0,Tushkan,1,1.0
base,BigLivingSpace,Militaries,3,Newbie,6,0.5,180.0,480.0,480.0,GeneralNPC_Militaries_CloseCombat,0,1.0
base,BigLivingSpace,Militaries,3,Newbie,6,0.5,180.0,480.0,480.0,GeneralNPC_Militaries_Recon,5,1.0
base,BigLivingSpace,Militaries,3,Newbie,6,0.5,180.0,480.0,480.0,GeneralNPC_Militaries_Stormtrooper,0,0
base,BigLivingSpace,Militaries,3,Newbie,6,0.5,180.0,480.0,480.0,GeneralNPC_Militaries_Sniper,0,0
base,BigLivingSpace,Militaries,3,Newbie,6,0.5,180.0,480.0,480.0,GeneralNPC_Militaries_Heavy,0,0
base,BigLivingSpace,Militaries,3,Experienced,6,0.5,180.0,480.0,480.0,GeneralNPC_Militaries_CloseCombat,1,1.0
base,BigLivingSpace,Militaries,3,Experienced,6,0.5,180.0,480.0,480.0,GeneralNPC_Militaries_Recon,1,1.0
base,BigLivingSpace,Militaries,3,Experienced,6,0.5,180.0,480.0,480.0,GeneralNPC_Militaries_Stormtrooper,1,1.0
base,BigLivingSpace,Militaries,3,Veteran,6,0.5,180.0,480.0,480.0,GeneralNPC_Militaries_CloseCombat,1,1.0
base,BigLivingSpace,Militaries,3,Veteran,6,0.5,180.0,480.0,480.0,GeneralNPC_Militaries_Recon,0,1.0
base,BigLivingSpace,Militaries,3,Veteran,6,0.5,180.0,480.0,480.0,GeneralNPC_Militaries_Stormtrooper,3,1.0
base,BigLivingSpace,Militaries,3,Veteran,6,0.5,180.0,480.0,480.0,GeneralNPC_Militaries_Heavy,0,1.0
base,BigLivingSpace,Militaries,3,Master,7,0.5,180.0,480.0,480.0,GeneralNPC_Militaries_CloseCombat,1,0.5
base,BigLivingSpace,Militaries,3,Master,7,0.5,180.0,480.0,480.0,GeneralNPC_Militaries_Recon,1,1.0
base,BigLivingSpace,Militaries,3,Master,7,0.5,180.0,480.0,480.0,GeneralNPC_Militaries_Stormtrooper,2,1.0
base,BigLivingSpace,Militaries,3,Master,7,0.5,180.0,480.0,480.0,GeneralNPC_Militaries_Sniper,1,0
base,BigLivingSpace,Militaries,3,Master,7,0.5,180.0,480.0,480.0,GeneralNPC_Militaries_Heavy,1,1.0
base,BigLivingSpace,Neutrals,3,Newbie,6,0.5,180.0,480.0,480.0,GeneralNPC_Neutral_CloseCombat,3,1
base,BigLivingSpace,Neutrals,3,Newbie,6,0.5,180.0,480.0,480.0,GeneralNPC_Neutral_Recon,1,1
base,BigLivingSpace,Neutrals,3,Newbie,6,0.5,180.0,480.0,480.0,GeneralNPC_Neutral_Sniper,0,0.2
base,BigLivingSpace,Neutrals,3,Newbie,6,0.5,180.0,480.0,480.0,GeneralNPC_Neutral_Stormtrooper,0,0
base,BigLivingSpace,Neutrals,3,Experienced,6,0.5,180.0,480.0,480.0,GeneralNPC_Neutral_CloseCombat,1,1.0
base,BigLivingSpace,Neutrals,3,Experienced,6,0.5,180.0,480.0,480.0,GeneralNPC_Neutral_Recon,1,2.0
base,BigLivingSpace,Neutrals,3,Experienced,6,0.5,180.0,480.0,480.0,GeneralNPC_Neutral_Stormtrooper,1,2.0
base,BigLivingSpace,Neutrals,3,Experienced,6,0.5,180.0,480.0,480.0,GeneralNPC_Neutral_Sniper,0,0
base,BigLivingSpace,Neutrals,3,Veteran,7,0.5,180.0,480.0,480.0,GeneralNPC_Neutral_CloseCombat,1,1.0
base,BigLivingSpace,Neutrals,3,Veteran,7,0.5,180.0,480.0,480.0,GeneralNPC_Neutral_Recon,1,1.0
base,BigLivingSpace,Neutrals,3,Veteran,7,0.5,180.0,480.0,480.0,GeneralNPC_Neutral_Stormtrooper,3,1.0
base,BigLivingSpace,Neutrals,3,Veteran,7,0.5,180.0,480.0,480.0,GeneralNPC_Neutral_Sniper,1,0.2
base,BigLivingSpace,Neutrals,3,Master,7,0.5,180.0,480.0,480.0,GeneralNPC_Neutral_CloseCombat,1,1.0
base,BigLivingSpace,Neutrals,3,Master,7,0.5,180.0,480.0,480.0,GeneralNPC_Neutral_Recon,0,1.0
base,BigLivingSpace,Neutrals,3,Master,7,0.5,180.0,480.0,480.0,GeneralNPC_Neutral_Stormtrooper,3,1.0
base,BigLivingSpace,Neutrals,3,Master,7,0.5,180.0,480.0,480.0,GeneralNPC_Neutral_Sniper,1,0.2
base,BigLivingSpace,Varta,3,Newbie,6,0.5,180.0,480.0,480.0,GeneralNPC_Varta_CloseCombat,1,1.0
base,BigLivingSpace,Varta,3,Newbie,6,0.5,180.0,480.0,480.0,GeneralNPC_Varta_Recon,4,1.0
base,BigLivingSpace,Varta,3,Newbie,6,0.5,180.0,480.0,480.0,GeneralNPC_Varta_Stormtrooper,0,0
base,BigLivingSpace,Varta,3,Newbie,6,0.5,180.0,480.0,480.0,GeneralNPC_Varta_Sniper,0,0
base,BigLivingSpace,Varta,3,Newbie,6,0.5,180.0,480.0,480.0,GeneralNPC_Varta_Heavy,0,0
base,BigLivingSpace,Varta,3,Experienced,6,0.5,180.0,480.0,480.0,GeneralNPC_Varta_CloseCombat,1,1.0
base,BigLivingSpace,Varta,3,Experienced,6,0.5,180.0,480.0,480.0,GeneralNPC_Varta_Recon,1,1.0
base,BigLivingSpace,Varta,3,Experienced,6,0.5,180.0,480.0,480.0,GeneralNPC_Varta_Stormtrooper,1,1.0
base,BigLivingSpace,Varta,3,Experienced,6,0.5,180.0,480.0,480.0,GeneralNPC_Varta_Sniper,0,0
base,BigLivingSpace,Varta,3,Experienced,6,0.5,180.0,480.0,480.0,GeneralNPC_Varta_Heavy,0,0
base,BigLivingSpace,Varta,3,Veteran,7,0.5,180.0,480.0,480.0,GeneralNPC_Varta_CloseCombat,1,1.0
base,BigLivingSpace,Varta,3,Veteran,7,0.5,180.0,480.0,480.0,GeneralNPC_Varta_Recon,1,1.0
base,BigLivingSpace,Varta,3,Veteran,7,0.5,180.0,480.0,480.0,GeneralNPC_Varta_Stormtrooper,2,1.0
base,BigLivingSpace,Varta,3,Veteran,7,0.5,180.0,480.0,480.0,GeneralNPC_Varta_Sniper,1,0.2
base,BigLivingSpace,Varta,3,Veteran,7,0.5,180.0,480.0,480.0,GeneralNPC_Varta_Heavy,0,0.5
base,BigLivingSpace,Varta,3,Master,7,0.5,180.0,480.0,480.0,GeneralNPC_Varta_CloseCombat,1,1.0
base,BigLivingSpace,Varta,3,Master,7,0.5,180.0,480.0,480.0,GeneralNPC_Varta_Recon,0,1.0
base,BigLivingSpace,Varta,3,Master,7,0.5,180.0,480.0,480.0,GeneralNPC_Varta_Stormtrooper,2,1.0
base,BigLivingSpace,Varta,3,Master,7,0.5,180.0,480.0,480.0,GeneralNPC_Varta_Sniper,1,0.2
base,BigLivingSpace,Varta,3,Master,7,0.5,180.0,480.0,480.0,GeneralNPC_Varta_Heavy,1,0.2
